city,property_condition,building_size_m2,certificate,electricity_power,district,bathrooms,building_age,description,floor_count,carports,bedrooms,title,price_in_rp,land_size_m2,location,url
Bogor,Bagus,231 m²,SHM,2200 Watt,Bogor Barat,3,,"Bukit Cimanggu City Blok Y1
Tanah Sareal - Kota Bogor

SHM
LT 162
LB 231
2 Lantai
3 Kamar Tidur
1 Kamar Pembantu
3 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Barat

Fasilitas Sekitar Hunian:
9 menit ke SD Negeri Kencana 1 Bogor
10 menit ke SD Negeri Cibadak
10 menit ke SMP PGRI 9 Kota Bogor
10 menit ke SMA PGRI 3 Bogor
15 menit ke Sekolah Dasar Negeri Kedung Badak 4
15 menit ke Sekolah Dasar Negeri Kebon Pedes 7
15 menit ke SMP Angkasa Bogor
15 menit ke SMA Negeri 2 Bogor
15 menit ke SMAN 10 Bogor

10 menit ke Pasar Induk Kemang (TU) Bogor
15 menit ke Pasar Kapuk
20 menit ke Pasar Bersih Cilendek
25 menit ke Yogya Grand Dramaga
25 menit ke Vivo Mall Sentul

3 menit ke Puskesmas Mekar Wangi
10 menit ke Puskesmas Kayumanis
10 menit ke Puskesmas Pembantu Cibadak
10 menit ke RSIA Bunda Suryatni Bogor
10 menit ke RS Hermina Bogor
15 menit ke RSAU dr. M. Hassan Toto
15 menit ke RSAU Atang Sanjaya
15 menit ke Puskesmas Cilebut

15 menit ke Stasiun Cilebut
15 menit ke Gerbang Tol Sentul Barat
15 menit ke Gerbang Tol Sentul Selatan 2
20 menit ke Terminal Bus Ciparigi
20 menit ke Terminal Bubulak
20 menit ke Gerbang Tol Bogor
25 menit ke Pintu Tol keluar Tanah Baru
25 menit ke Stasiun Bojong Gede
25 menit ke Stasiun Bogor
30 menit ke Stasiun Batutulis

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah Strategis 10 Menit ke RSIA Bunda Suryatni Bogor Dibantu KPR J-13663,"Rp 1,35 Miliar",162 m²,"Bogor Barat, Bogor",https://www.rumah123.com/properti/bogor/hos39310321/
Depok,Bagus,120 m²,SHM,2200 Watt,Tanah Baru,3,,"Dijual Rumah Siap Huni Dalam Cluster Di jln  Raden Sanim TANAH BARU DEPOK-JAWA BARAT
Non Cluster 

Rumah Mewah Classic Modern 
siap huni dalam cluster

SPESIFIKASI
- Rumah 2,5 Lantai
- Hadap utara
- Rooftop
- Luas Tanah 64 m²
- Luas Bangunan 120 m²
- Kamar Tidur 3 
- Kamar Mandi 3 
- Listrik: 2200 Watt
- Carport Mobil 

Harga Rp 1.250.000.xxx-, NEGO

Cara bayar
• CASH
• KPR
Proses KPR kami bantu sampai akad kredit Notaris

LEGALITAS 
▪︎ SHM
▪︎ PBG",3,1,3,Dijual Rumah Mewah Classic Modern Siap Huni Di Beji Depok,"Rp 1,25 Miliar",64 m²,"Tanah Baru, Depok",https://www.rumah123.com/properti/depok/hos39226283/
Depok,Baru,135 m²,SHM,3500 Watt,Limo,3,,"Rumah 2 Lantai Furnished Terlaris Dekat Pintu Tol di Depok 

Harga Termasuk:
~BPHTB/pajak pembeli
~Notaris, AJB & BBN
~Biaya KPR*
~Smart door lock system
~Kanopi rooftop
~Bangku estetik di taman depan
~Tempat sepatu estetik
~Meja kerja estetik
~Kitchen set
~Kompor tanam
~Cooker hood
~Minibar
~Rak/ambalan minimalis
~Pintu kamar mandi kamuflase kayu
~Water heater
~Wastafel & Cermin minimalis
~Gantungan handuk minimalis
~Exhaust fan
~Kanopi jemuran
~Toran
~Mesir air jetpump
~Mesin pendorong air
~Lampu2 terpasang

Detail Bangunan:
~Luas tanah 90 meter
~Luas bangunan 135 meter
~2 Lantai
~Kamar tidur 3
~Kamar mandi 3
~Garasi 2 mobil + 1 motor
~Teras & Taman depan
~Ruang tamu
~Dapur
~Ruang makan
~Ruang kerja
~Musholla
~Area cuci jemur
~Rooftop lega
~Listrik 2200 kwh
~SHM, IMB & PBB per bidang 

Keunggulan/Nilai Tambah:
~Cluster one gate system
~Taman bermain
~Akses 2 mobil lega sampai lokasi
~Bebas banjir
~Air tanah & udara bagus
~Suasana asri & lingkungan tenang
~Jauh dari sutet, kuburan & sungai
~Dekat kampus & sekolah favorit kota Depok
~Dekat minimarket & swalayan
~Dekat perbatasan Depok, Cinere & Jaksel

Akses Dari/Ke Lokasi:
~5 menit ke Tol Sawangan (Desari)
~10 menit ke Tol Krukut (JORR 2/Desari)
~10 menit ke Masjid Kubah Mas
~10 menit ke RS Bakti Yudha
~15 menit ke Tol Limo (JORR 2)
~15 menit ke Stasiun Depok Baru
~20 menit ke Mall Cinere
~25 menit ke Cilandak (via Tol Desari)
~50 menit ke Bandara Soekarno-Hatta

Untuk survey hubungi segera:
Amanah Aja Property
Amanah Aja Property 
Amanah Aja Property 

HP/WA: +62 878-8572-9xxx
HP/WA: +62 878-8572-9xxx
HP/WA: +62 878-8572-9xxx",2,2,3,Rumah 2 Lantai Furnished Dekat Tol Di Limo Depok,"Rp 1,27 Miliar",90 m²,"Limo, Depok",https://www.rumah123.com/properti/depok/hos17352147/
Bekasi,Bagus,50 m²,SHM,1300 Watt,Summarecon Bekasi,1,,"Perumahan Duta Harapan Telaga Mas Blok K6
Bekasi Utara - Kota Bekasi

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 66
LB 50
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah

Fasilitas Sekitar Hunian:
11 Menit ke SD Negeri Marga Mulya 3
15 Menit ke SMP Negeri 1 Tambun Utara
18 Menit ke SD Negeri Babelan Kota 01/09
19 Menit ke SD Negeri Srimukti 03
26 Menit ke SMP Negeri 13 Kota Bekasi
28 Menit ke SMP NOER HIDAYAH
20 Menit ke SMA Pangeran Jayakarta
21 Menit ke SMAN 3 TAMBUN SELATAN
22 Menit ke SMA NEGERI 3 BABELAN

14 Menit ke Summarecon Mall Bekasi
14 Menit ke Pasar Rama
18 Menit ke Pasar Babelan, Bekasi
20 Menit ke Bekasi Junction
20 Menit ke Metropolitan Mall Bekasi
21 Menit ke Revo Mall
29 Menit ke Grand Galaxy Park

20 Menit ke RS Citra Harapan
21 Menit ke RS Bhakti Kartini
30 Menit ke RS. Rawa Lumbu
31 Menit ke Rumah Sakit Puspa Husada
36 Menit ke Rumah Sakit Permata Bekasi

18 Menit ke Stasiun Bekasi - Jakarta
21 Menit ke Gerbang Tol Bekasi Barat 1
29 Menit ke Gerbang Tol Cakung 2
29 Menit ke Stasiun Cakung
30 Menit ke Gerbang Tol Kalimalang 2
33 Menit ke Gerbang Tol Cibitung 2

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah Idaman 14 Menit ke Summarecon Mall Bekasi Dibantu KPR J32544,Rp 840 Juta,66 m²,"Summarecon Bekasi, Bekasi",https://www.rumah123.com/properti/bekasi/hos39294820/
Bogor,Bagus,36 m²,SHM,1300 Watt,Cilebut,1,,"Cilebut Residence  Cluster Adhenium
Sukaraja - Kabupaten Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 60
LB 36
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
28 Menit ke Sekolah Intercultural Bogor (ISB)
34 Menit ke School Of Universe
42 Menit ke Pratiwi School
49 Menit ke Sekolah Master Indonesia
49 Menit ke SMA Lazuardi Global Compassionate School
52 Menit ke school
56 Menit ke Kalyca Azzahra School
56 Menit ke Khayangan Montessori School
57 Menit ke Aulia Islamic School
59 Menit ke Lazuardi Global Compassionate School


26 Menit ke Cibinong City Mall 2
26 Menit ke Cibinong City Mall
27 Menit ke Pasar Ciluar
28 Menit ke Pasar Citayam
29 Menit ke Bogor Junction
33 Menit ke Botani Square
34 Menit ke Mall BTM Bogor


15 Menit ke Puskesmas Karadenan
16 Menit ke Puskesmas Bojong Gede
18 Menit ke RS. Harapan Sehati
30 Menit ke Rumah Sakit Salak
32 Menit ke Rumah Sakit Medika Dramaga
37 Menit ke RS UMMI
40 Menit ke Rumah Sakit Umum Annisa
49 Menit ke RS Sentra Medika Cisalak - Depok



8 Menit ke Stasiun Cilebut
10 Menit ke Stasiun Bojong Gede
33 Menit ke Gerbang Tol Sentul 2
35 Menit ke Gerbang Tol Bogor 2
36 Menit ke Gerbang Tol Ciawi 2
37 Menit ke Gerbang Tol Gunung Putri
37 Menit ke Gerbang Tol Sentul Selatan 1
42 Menit ke Gerbang Tol Ciawi



hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah Siap Huni 8 Menit ke Stasiun Cilebut Hadap Utara Dibantu KPR J27149,Rp 360 Juta,60 m²,"Cilebut, Bogor",https://www.rumah123.com/properti/bogor/hos39328964/
Bogor,Bagus,250 m²,SHM,4400 Watt,Kota Wisata,4,,"Kota Wisata Cluster Kyoto
Gunung Putri - Kabupaten Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 180
LB 250
2 Lantai
4 Kamar Tidur
4 Kamar Mandi
Listrik 4400 VA
Sumber Air PDAM
Hadap Utara

Fasilitas Sekitar Hunian:
10 menit ke SMAN 1 Cileungsi
10 menit ke SMAN 2 Cileungsi
10 menit ke SMA YAPISA
10 menit ke SMA Negeri 15 Bekasi
20 menit ke SMPN 27 Bekasi
25 menit ke SMP Citra Nusantara 31 Bekasi
35 menit ke SD IT PLUS Al Amin
35 menit ke SD Alam Pertiwi
35 menit ke SD ISLAM TERATAI PUTIH GLOBAL

10 menit ke Metropolitan Mall Cibubur
10 menit ke MALL CILEUNGSI TRADE CENTER
10 menit ke Pasar Gempol Metland Cileungsi
15 menit ke Pasar Tradisional Bunderan 2
15 menit ke Pasar Cileungsi

6 menit ke Eka Hospital Cibubur
7 menit ke Rumah Sakit Sismadi, Cileungsi
8 menit ke Rumah Sakit Umum Mary Cileungsi
8 menit ke Puskesmas Ciangsana
9 menit ke Puskesmas Cipaku
10 menit ke Puskesmas Pasir Angin
10 menit ke Puskesmas Cileungsi

15 menit ke Terminal Cileungsi
15 menit ke Gerbang Tol Jatikarya 2
15 menit ke Gerbang Tol Cimanggis 2
15 menit ke Gerbang Tol Cimanggis

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,4,Rumah Hadap Utara LB 250 Siap KPR 10 menit ke Metropolitan Mall Cibubur J28015,"Rp 2,74 Miliar",180 m²,"Kota Wisata, Bogor",https://www.rumah123.com/properti/bogor/hos39293143/
Bogor,Bagus,65 m²,SHM,2200 Watt,Kota Wisata,2,,"The Naya Park
Tapos - Kota Depok

SHM
LT 76
LB 65
1 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
2 Menit ke SD Negeri Sukamaju Baru 1
3 Menit ke SD Negeri Sukamaju 3
4 Menit ke SD Negeri Sukamaju 2
4 Menit ke SMP Bakti Jaya
5 Menit ke SMP PLUS CAHAYA INSAN DEPOK
10 Menit ke SMA Negeri 8 Depok
15 Menit ke SMAN 3 Depok

15 Menit ke Grand Mall Cimanggis
15 Menit ke Pasar Agung
15 Menit ke Mall Pesona Square
25 Menit ke Depok ITC
25 Menit ke D'Mall Depok
25 Menit ke Trans Studio Mall Cibubur

6 Menit ke UPTD Puskesmas Jatijajar
9 Menit ke Primaya Hospital Depok
10 Menit ke UPTD Puskesmas Sukamaju Baru
15 Menit ke UPTD Puskesmas Tapos
30 Menit ke Puskesmas Bojong Nangka

6 Menit ke Terminal Pusat Jatijajar Depok
10 Menit ke Gerbang Tol Cisalak 3
15 Menit ke Gerbang Tol Cisalak 1
15 Menit ke Stasiun Cibinong
15 Menit ke Gerbang Tol Cimanggis
20 Menit ke Stasiun Pondok Cina
25 Menit ke Gerbang Tol Cisalak 2
25 Menit ke Stasiun Depok


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,3,Rumah 3 KT Siap Huni Dekat Kota Wisata 10 Menit ke Tol Dibantu KPR J-28355,Rp 950 Juta,76 m²,"Kota Wisata, Bogor",https://www.rumah123.com/properti/bogor/hos39330165/
Bogor,Bagus,45 m²,SHM,1300 Watt,Kota Wisata,1,,"Podomoro Golf View
Gunung Putri - Kabupaten Bogor

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 72
LB 45
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
9 menit ke Sekolah Menengah Atas Islam Darussalam
10 menit ke SMAN 7 Depok
10 menit ke SMP Muhammadiyah Cisalak
15 menit ke SMA TUBAGUS PANGELING
20 menit ke SD Islam Plus Cahaya Insan
20 menit ke SD Negeri Mekar Jaya 12
20 menit ke SD Negeri Mekar Jaya 11
25 menit ke SD Negeri Sukamaju 3 Cilodong

15 menit ke Mall Pesona Square
15 menit ke Pasar Bodas
15 menit ke Pasar Sukatani
20 menit ke Pasar Induk Cikema
25 menit ke Cibinong square

4 menit ke UPTD Puskesmas Tapos
10 menit ke Puskesmas Bojong Nangka
10 menit ke RSUD Anugerah Sehat Afiat
15 menit ke Rumah Sakit Simpangan Depok
15 menit ke UPF Puskesmas Cilangkap

2 menit ke Gerbang Tol Cimanggis
7 menit ke Terminal Leuwinanggung
8 menit ke Gerbang Tol Karanggan
8 menit ke Gerbang Tol Gunung Putri
8 menit ke Stasiun Harjamukti
10 menit ke Gerbang Tol Cimanggis 5
15 menit ke Stasiun Nambo
20 menit ke Stasiun Cibinong
20 menit ke Terminal Pusat Jatijajar Depok

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah SHM 1 Lantai 8 menit ke Gerbang Tol Karanggan Dibantu KPR J-19616,"Rp 1,28 Miliar",72 m²,"Kota Wisata, Bogor",https://www.rumah123.com/properti/bogor/hos39293393/
Bogor,Bagus,346 m²,Lainnya,Lainnya,Sentul City,3,,"Beberapa alasan mengapa membeli property di kawasan Sentul City ini :
- Investasi menjanjikan pertahun 20%-30%.
- Sertifikat terjamin.
- Exit tol Sentul City langsung menuju area kawasan perumahan.
- Aman (one gate, one cluster security 24 jam).
- Udara bersih, sejuk, segar.
- Kontur tanah berbukit (upslope, level, downslope).
- Bebas banjir areal luas 3100 hektar.
- View indah (golf, danau, sungai pegunungan).
- Nilai investasi rumah Bellanova, IKEA, RS EMC Sentul, Wisata Jungle Land, Pasar Ah poong Sentul, Eco Park, Sentul Highlands Golf Club, Taman Budaya Edutainment Centre, SICC Sentul, Hotel Harris, Wattana Hotel, Savana Hotel, Sampoerna Academy, Sekolah Pelita Harapan, BPK Penabur Fajar Hidayah, Universitas Trisakti, Universitas Tazkia",3,2,4,Rumah Cluster Terdepan Dengan Rooftop Best View Sentul City,"Rp 5,5 Miliar",475 m²,"Sentul City, Bogor",https://www.rumah123.com/properti/bogor/hos16505992/
Depok,Bagus,150 m²,SHM,2200 Watt,Pancoran Mas,2,,"D'Aroem Village
Pancoran Mas - Kota Depok

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 92
LB 150
3 Lantai
3 Kamar Tidur
1 Kamar Pembantu
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Barat

Fasilitas Sekitar Hunian:
4 Menit ke SMP Perjuangan Informatika Terpadu
4 Menit ke SMA Lazuardi Global Compassionate School
5 Menit ke Sekolah Dasar Negeri Rangkapanjaya
6 Menit ke SD Negeri Rangkapan Jaya Baru
7 Menit ke SMP Muhammadiyah 4 Depok
9 Menit ke SMA Muhammadiyah 4 Depok
10 Menit ke Sekolah Dasar Negeri Sawangan 04

6 Menit ke Pasar Pagi Kolong Tol
7 Menit ke PASAR RAKYAT SAWANGAN

5 Menit ke RSIA ASYIFA DEPOK
6 Menit ke RS Anak Negeri
8 Menit ke RS Permata Depok
9 Menit ke Puskesmas Sawangan
10 Menit ke Puskesmas Mampang

7 Menit ke Terminal Sawangan
8 Menit ke Gerbang Tol Limo Utama
10 Menit ke Gerbang Toll Limo 1
10 Menit ke Gerbang Tol Kukusan 3
10 Menit ke Gerbang Tol Kukusan 4
15 Menit ke Gerbang Tol Margonda 1
15 Menit ke Terminal Gedoran Depok Margonda

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",3,,3,Rumah 2 Carport SHM 8 Menit ke Gerbang Tol Limo Utama Bisa KPR J22898,"Rp 1,44 Miliar",92 m²,"Pancoran Mas, Depok",https://www.rumah123.com/properti/depok/hos39290874/
Depok,Bagus,169 m²,SHM,2200 Watt,Cinere,4,,"Jalan Kemenyan 1 Jagakarsa
Jagakarsa - Kota Jakarta Selatan

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 169
LB 169
2 Lantai
5 Kamar Tidur
4 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
4 Menit ke Sdn 02 Ciganjur
4 Menit ke SDN 04 Ciganjur
4 Menit ke SD Juara Jakarta Selatan
5 Menit ke SMP Daarussalaam Jagakarsa
6 Menit ke SDN Ciganjur 01 Pagi
8 Menit ke SMAN 97 JAKARTA
10 Menit ke SMP TELADAN
10 Menit ke SMA JAGAKARSA

10 Menit ke Pasar Gandul Modern
20 Menit ke Cinere Bellevue Mall
20 Menit ke One Belpark Mall
20 Menit ke AEON Mall Tanjung Barat
25 Menit ke D'Mall Depok
25 Menit ke Citimall Cimanggis

3 Menit ke Puskesmas Kelurahan Ciganjur
4 Menit ke RSU Andhika
8 Menit ke PUSKESMAS KECAMATAN JAGAKARSA
9 Menit ke Rumah Sakit Aulia
20 Menit ke RSU Bunda Margonda
25 Menit ke Rumah Sakit Universitas Indonesia (RSUI)

9 Menit ke Gerbang Tol Brigif 2
9 Menit ke Gerbang Tol Brigif
10 Menit ke Gerbang Tol Brigif 1
10 Menit ke Gerbang Tol Kukusan 3
15 Menit ke Gerbang Tol Kukusan 4
15 Menit ke Stasiun Universitas Pancasila
15 Menit ke Stasiun Lenteng Agung
15 Menit ke Terminal Ragunan
25 Menit ke Terminal Gedoran Depok Margonda
25 Menit ke Terminal Pondok Cabe


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,5,Rumah LT 169 Strategis 15 Menit ke Cinere Bellevue Mall Siap Huni J27994,"Rp 2,77 Miliar",169 m²,"Cinere, Depok",https://www.rumah123.com/properti/depok/hos39329011/
Depok,Bagus,225 m²,SHM,3500 Watt,Sukmajaya,3,,"Perumahan Jatijajar
Tapos - Kota Depok

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 149
LB 225
2 Lantai
5 Kamar Tidur
3 Kamar Mandi
Listrik 3500 VA
Sumber Air PDAM
Hadap Timur

Fasilitas Sekitar Hunian:
5 Menit ke SDN Sukamaju 01
7 Menit ke SDN Sukamaju Baru 01
8 Menit ke SDN Sukamaju Baru 02
10 Menit ke SMAN 03 Depok
15 Menit ke SMPN 12 Depok

10 Menit ke Mall Pesona Square
10 Menit ke Pasar Mini Depok
10 Menit ke Pasar Cisalak
15 Menit ke Pasar Agung
20 Menit ke Mall Trans Studio Cibubur

4 Menit ke UPTD Puskesmas Jatijajar
7 Menit ke RS Primaya Depok
8 Menit ke RS Sentra Medika Cisalak
10 Menit ke UPTD Puskesmas Sukamaju Baru
10 Menit ke RS Hasanah Graha Afiah

6 Menit ke Terminal Jatijajar Depok
10 Menit ke Gerbang Tol Cisalak 3
10 Menit ke Gerbang Tol Cisalak 1
20 Menit ke Gerbang Tol Cisalak 2
20 Menit ke Stasiun Depok Baru

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,5,Rumah 5 Kamar Tidur Hadap Timur 10 Menit ke Mall Pesona Square J20913,"Rp 1,77 Miliar",149 m²,"Sukmajaya, Depok",https://www.rumah123.com/properti/depok/hos39292633/
Depok,Bagus,80 m²,SHM,2200 Watt,Bojong Sari,2,,"Perumahan Panorama Bali Residence
Ciseeng - Kabupaten Bogor

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 120
LB 80
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA

Fasilitas Sekitar Hunian:
15 menit ke SMP Purnawarman
15 menit ke SMA Negeri 1 Rumpin
25 menit ke SMP HOSANA Rancabungur
25 menit ke SD Negeri Pondok Udik
35 menit ke SD Bukit Gloria

25 menit ke Pasar parung
30 menit ke Sari Plaza Bojongsari
35 menit ke The Park Sawangan

15 menit ke Puskesmas Rumpin
25 menit ke Puskesmas Parung
30 menit ke RS SENTOSA
30 menit ke RS PENA 98
35 menit ke RSU Brawijaya Sawangan
35 menit ke Rumah Sakit Citra Arafiq Sawangan

30 menit ke Terminal Bus Parung
30 menit ke Terminal Cimulang

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah LT 120 Dekat Bojong Sari Depok 15 Menit ke Faskes Siap Huni J26440,Rp 1 Miliar,120 m²,"Bojong Sari, Depok",https://www.rumah123.com/properti/depok/hos39321086/
Depok,Bagus,33 m²,SHM,1300 Watt,Sawangan,1,,"Cahaya Garuda Residence
Bojongsari - Kota Depok

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 110
LB 33
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
10 menit ke Sekolah Menengah Atas (SMA) Negeri 10 Depok
15 menit ke SMA Muhammadiyah 7 Sawangan
15 menit ke SMP Muhammadiyah 19 Sawangan
20 menit ke SD Negeri Parung Bingung 2
20 menit ke Sekolah Dasar Negeri Meruyung
20 menit ke SMP Negeri 25 Kota Depok
25 menit ke SD Negeri Rangkapan Jaya Baru
25 menit ke SMP Negeri 20 Depok
35 menit ke Sekolah Dasar Negeri Grogol 1 Depok

15 menit ke Pasar Reni Jaya Lama Depok
15 menit ke Pasar Tradisional Modern Parung

7 menit ke RSU Brawijaya Sawangan
10 menit ke UPTD Puskesmas Sawangan
15 menit ke RSUD Khidmat Sehat Afiat (KiSA) Kota Depok
15 menit ke RS Permata Depok
15 menit ke Puskesmas Bojongsari
20 menit ke RSIA ASYIFA DEPOK

10 menit ke Terminal Pondok Cabe
10 menit ke Terminal Parung
15 menit ke Terminal Sawangan
25 menit ke Stasiun Rawa Buntu
30 menit ke Gerbang Toll Cinere
30 menit ke Gerbang Tol Krukut 2
30 menit ke Gerbang Tol Brigif
30 menit ke Gerbang Tol Brigif 4
35 menit ke Stasiun Depok
35 menit ke Stasiun Depok Baru

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah Hook Asri 7 menit ke RSU Brawijaya Sawangan Siap Huni J-19971,Rp 940 Juta,110 m²,"Sawangan, Depok",https://www.rumah123.com/properti/depok/hos39293305/
Bekasi,Bagus,80 m²,SHM,Lainnya,Jatibening,2,,"Pondok Surya Mandala
Bekasi Selatan - Kota Bekasi

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 135
LB 80
1 Lantai
2 Kamar Tidur + 1 Kamar Pembantu
2 Kamar Mandi

Fasilitas Sekitar Hunian:
5 Menit ke SMPIT Al-IKHLAS Cikunir Bekasi
5 Menit ke SDN Jakamulya IV
5 Menit ke SDN Jakamulya II
6 Menit ke SDN Jatiasih X
6 Menit ke SDS Shibghah Akhlak Quran (SAKURA)
7 Menit ke SMA 17 Bekasi Selatan
8 Menit ke SMA Negeri 6 Bekasi
9 Menit ke SMPN 29 Bekasi

8 Menit ke Pasar Baru Jatiasih
10 Menit ke Pasar Tradisional Pulo Galaxy
10 Menit ke Grand Galaxy Park
10 Menit ke Mal Pekayon
15 Menit ke Lagoon Avenue Mall Bekasi
15 Menit ke Revo Mall
15 Menit ke Pasar Cikunir

4 Menit ke Rumah Sakit Cikunir
4 Menit ke UPTD Puskesmas Jaka Mulya
9 Menit ke Rumah Sakit Anna
10 Menit ke RS Mitra Keluarga Pratama Jatiasih
10 Menit ke RS EMC Pekayon
20 Menit ke Primaya Hospital Bekasi Barat

15 Menit ke Gerbang Tol Jakasampurna
15 Menit ke Terminal Bayangan Jatibening
15 Menit ke Terminal Sumber Artha
20 Menit ke Terminal Bekasi Kayuringin
20 Menit ke Gerbang Tol Pondok Gede Timur 1
25 Menit ke Stasiun Bekasi
25 Menit ke Stasiun Kranji
25 Menit ke Staiun Cakung
25 Menit ke Stasiun Bekasi Timur


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah Bebas Banjir 10 Menit ke Grand Galaxy Park LT 135 Bisa KPR J31603,Rp 890 Juta,135 m²,"Jatibening, Bekasi",https://www.rumah123.com/properti/bekasi/hos39291599/
