bathrooms,land_size_m2,building_age,electricity_power,district,location,description,city,certificate,url,bedrooms,property_condition,price_in_rp,building_size_m2,title,carports,floor_count
1,90 m²,,1300 Watt,Tembalang,"Tembalang, Semarang","DISEWA Rumah Baru Cluster CitraGrand
Sambiroto, Tembalang, Semarang
Developer by Ciputra Group
2 lantai, SHM, Hadap: Timur Laut
Ls.Tanah: 90 m² (6×15)
Ls.Bangunan: 50 m²
K.Tidur: 2
K.Mandi: 1
AC.2
Smart Door lock
Carport + Kanopi
Listrik 1300w, Air Artetis
Halaman belakang full paving
Harga Rp.50 juta per tahun
FB/IG: edwinchan.property

One Gate Cluster dgn Kartu Akses, Security 24 jam
Daerah Semarang Atas, Bebas banjir
Fasilitas perum: Swimming Pool, Fitness Center , Wahana The Grand Wheel, Sekolah Ciputra kasih, Children Playground, Danau CitraGrand, Commercial Area, PickUp Point IKEA, Masjid CitraGrand
Keunggulan lokasi:
4 mnt ke RS Primaya
12 mnt ke Exit Tol Gayamsari
14 mnt ke Simpanglima
14 mnt ke UNDIP Tembalang
27 mnt ke Stasiun Tawang
38 mnt ke Bandara Ahmad Yani",Semarang,SHM,https://www.rumah123.com/properti/semarang/hor18687875/,2,Baru,Rp 50 Juta per tahun,50 m²,Rumah Baru 2 Lt Cluster Elit Citragrand Tembalang Semarang,1,2
2,170 m²,,2200 Watt,Ciputat,"Ciputat, Tangerang Selatan","Rumah Disewa Tangerang Selatan Disewakan Rumah di Jalan Alvita, Sawah Baru – Ciputat, Bintaro, Tangerang Selatan

Hunian nyaman dan luas cocok untuk keluarga di kawasan strategis Bintaro – Ciputat.

 Lokasi: Jalan Alvita, Sawah Baru, Ciputat, Bintaro, Tangerang Selatan
 Luas Tanah / Bangunan: 170 m²
 Kamar Tidur: 3
 Kamar Mandi: 2
 Mushola Pribadi
 Dapur & Ruang Makan Terpisah
 Ruang Tamu dan Ruang Keluarga Luas
 Garasi untuk 1 Mobil

 Lokasi strategis dekat pusat perbelanjaan, sekolah, rumah sakit, dan akses tol
 Lingkungan tenang dan aman",Tangerang Selatan,SHM,https://www.rumah123.com/properti/tangerang-selatan/hor39452482/,3,,Rp 58 Juta/tahun,170 m²,"rumah dijalan Alvita, Sawah Baru Ciputat, Bintaro, Tangerang Selatan",,1
1,417 m²,,Lainnya,Genteng,"Genteng, Surabaya","DISEWA PUSAT KOTA Surabaya
Hdp jln kembar
KOMBESPOL M. DURYAT

LT 417 m² = 11.5 x 36
LB ± 350 m2 
Posisi blkg 3 Lantai.

Cocok untuk Bank, Office, Cafe, Clinic, ShowRoom, Supermarket, dll

Selangkah ke
▪️Bank PANIN
▪️TUNJUNGAN PLAZA
▪️GRAMEDIA - DYANDRA

▪️ Sewa 300 jt/ thn nego

Helda - ERA Santika
0878 510 6xxx0",Surabaya,SHM,https://www.rumah123.com/properti/surabaya/hor15949598/,2,Bagus,Rp 275 Juta per tahun,350 m²,Disewakan Rumah Pusat Kota Surabaya di Kombespol M. Duryat,1,1
3,540 m²,,Lainnya,Sukomanunggal,"Sukomanunggal, Surabaya","Rumah dengan kolam renang
Lt 540
Lb 500
Kt 4
Km 3
Full furnish + pool

K. Utama di lantai 2

Sewa 325 jt/thn

081 - 331 - 930 114",Surabaya,SHM,https://www.rumah123.com/properti/surabaya/hor38845929/,4,Bagus,Rp 325 Juta/tahun,500 m²,Rumah ada Kolam Renang  dan Garden Furnished Dekat Pintu  Toll,2,2
2,180 m²,,4400 Watt,Lippo Karawaci,"Lippo Karawaci, Tangerang","Disewakan 

rumah di taman himalaya

LT 8X 20 = 180
LB = 120
KM = 2
KT = 2
Listrik = 4400 watt
IPKL = 600.000
SHM
Kondisi rumah baru renovasi

Price 100jt/tahun

Hubungi 
Monica era fiesta karawaci
085691400xxx",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor18416073/,2,Bagus,Rp 100 Juta per tahun,120 m²,"Rumah Cantik Sudah Renovasi 2Lt di Taman Himalaya, Lippo Karawaci",,2
,80 m²,,3300 Watt,Gading Serpong,"Gading Serpong, Tangerang","DISEWAKAN rumah 2 lantau Split Level

Uk 8x10
Kamar tidur 3 +1
Kamar mandi 3+1
(Tiap kamar tidur ada kamar mandi dalam)
Kamar tidur utama luas
Ada garasi dalam + carport
Hadap timur
100 meter ke sport club
Dekat ke pusat kuliner
Rumah rapih bersih terawat
Harga 55 juta/th
Minimal sewa 2 tahun dimuka

Hub: Andrea-08159532xxx",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor18410494/,,Bagus,Rp 55 Juta/tahun,131 m²,Rumah Rapih Bagus 2 Lantai Siap Huni,,
2,160 m²,,Lainnya,Suvarna Sutera,"Suvarna Sutera, Tangerang","DISEWA CEPAT
Elysia, Suvarna Sutera 
8x20
Elysia 7/33

LT: 160
2 Lantai
KT:3

AC 1

Harga: 35jt/tahun nego

Owen Era Fiesta SS
08118879xxx""",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor19131132/,3,Bagus,Rp 35 Juta/tahun,135 m²,disewakan rumah rapi 2 lantai free ac 1 unit di suvarna sutera,1,2
2,60 m²,,2200 Watt,Gading Serpong Samara Village,"Gading Serpong Samara Village, Tangerang","Disewakan rumah Samara 
2 lantai 
2KT + 1
2 km
Kitchen set
Kasur 160 dan 100cm
Kulkas
2 ac
Mesin cuci.

Sewa 45 jt nego setahun",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor39068022/,2,Bagus,Rp 45 Juta/tahun,65 m²,Disewakan Rumah Samara Village Gading Serpong,1,2
2,160 m²,,Lainnya,Lippo Karawaci,"Lippo Karawaci, Tangerang","Disewakan rumah 1 lantai siap huni dengan lokasi strategis di Permata Lippo Karawaci Tangerang

Luas tanah 160
Luas bangunan 200
Kamar  tidur 4
Kamar mandi 3
Listrik 2200
Ac 2
Air sumur Bor

lokasi strategis hanya 15 menit dari supermal Karawaci,universitas pelita harapan dan RS Siloam Karawaci Tangerang

Sekuriti 24 jam dan bebas banjir
Harga Nego",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor38863259/,4,Bagus,Rp 53 Juta/tahun,200 m²,Rumah Sewa 1 Lantai Siap Huni Di Permata Lippo Karawaci Tangerang,,1
4,180 m²,,Lainnya,Gading Serpong,"Gading Serpong, Tangerang","Disewakan Rumah BARU 2lt hook besar bagus rapi semi furnished di Grand Pasadena Residence Gading Serpong!!! unit langka!!

LT 180m2
LB 176m2

4KT +1
4KM +1
semi furnished : AC 5, gordyn, Kitchen Set, Water heater central

di gading serpong tp dekat sekali ke bsd juga, aniva junction pusat kuliner jarak 2 menit, bsd grand lucky jarak 5 menit, tetanggaan dg cluster greenwich, inti nya : dekat kemana2 bsd gading serpong area

harga sewa : 225jt/th (nego)

hubungi :
Cindy - LJH Realty Icon BSD
081283574xxx",Tangerang,PPJB,https://www.rumah123.com/properti/tangerang/hor39419146/,4,Bagus,Rp 225 Juta/tahun,176 m²,Disewakan Rumah Baru Lt 180m2 4kt Semi Furnished Di Grand Pasadena Residence Gading Serpong Dekat Aniva Junction Dekat Greenwich Bsd,2,2
2,162 m²,,Lainnya,Gading Serpong,"Gading Serpong, Tangerang","Jarang Ada Rumah Rapi & Siap Huni Sektor 1B Gading Serpong

Lt 162m2
( 9x18)
Bangunan 1 lantai
KT 3+1
KM 1+1
AC 3 unit
Halaman depan & belakang sudah di canopy 
Ada service area
Hadap Utara

Harga Sewa 55 jt per thn nego min sewa 2thn",Tangerang,PPJB,https://www.rumah123.com/properti/tangerang/hor39437971/,3,Bagus,Rp 55 Juta/tahun,160 m²,Rumah Semi Furnish Sektor 1b Dekat Mal Sumamrecon Serpong,1,1
3,200 m²,,5500 Watt,Pasar Kemis,"Pasar Kemis, Tangerang","DISEWAKAN RUMAH 2 LANTAI BAGUS TYPE DAFFODIL DI PASAR KEMIS (LI180525)

Lokasi di Perumahan Suvarna Sutera, Pasar Kemis 
Spesifikasi Unit :
1. LT -+200m2, LB -+176m2 I 2 Lantai 
2. 3 Kamar Tidur, 3 Kamar Mandi 
3. Listrik 5500 Watt, Type Daffodil 
4. Ac dan Gorden sudah terpasang, sama Halaman Belakang sudah di tutup 

Harga Sewa 50Jt/Thn (nego)
Rumah Chinida Properti menerima titip jual/beli/sewa properti Anda",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor39175356/,3,Bagus,Rp 50 Juta/tahun,176 m²,Disewakan Rumah 2 Lantai Perumahan Suvarna Sutera By Rumah Chinida,,2
1,50 m²,,Lainnya,Nusa Dua,"Nusa Dua, Badung","Room Facilities : 
- 1 Master Bedroom (king/twin size bed)
- 1 Master Bathroom + Shower 
- Living Room
- Dining Room 
- Kitchenette 

The bedroom is furnished in a modern minimalist style and kitchenette.

Facility :
- 24 hours Security & CCTV
- Parking Lot
- Water treatment 24 hours
- SPA, Receptionist
- Fitness Centre
- Public Swimming Pool
- Meeting Room
- Jogging Track
- High Speed WiFi access
- Restaurant

Secure Investment : 
- 4 Star Hotel Facility 
- 20 Year Leasehold (open for extension)
- Free stay permit
- Free access to all Facilities
- Buy back guarantee on the 7th year
- Fully Furnished
- Building Insurance 
- Flexible Living or Renting (managed by owner or management) 

* Handover in 3 month
* ROI Up to 15%

Location : 
- 10 minutes to Geger Beach
- 14 minutes to Bali National Golf
- 15 minutes Nusa Dua Beach
- 18 minutes to GWK
- 20 minutes to Palmila Beachwalk Club
- 20 minutes to Ngurah Rai Airport



# Type suite with balcony : IDR 1.3 Billions.

# Also available type deluxe with terrace : IDR 1.4 Billions.

Full Payment Upfront.
Sorry, do not accept monthly payment or rent.



For more information or to search for other properties, please contact : 
John Hokky
0895-1515-6xxx


villa for lease in nusa dua bali	
villa nusa dua for rent	
villa for lease in bali leasehold
villa for rent in bali near beach




Pl",Badung,SHM,https://www.rumah123.com/properti/badung/hor14926633/,1,Baru,Rp 65 Juta per tahun,50 m²,LEASE 20 YEARS NEW APARTMENT COMPLETE FACILITIES IN HOTEL AREA,1,1
5,700 m²,,33000 Watt,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","RUMAH MEWAH 3 LANTAI LINGKUNGAN MEWAH DI TIRTAYASA, KEBAYORAN BARU

Area premium dengan akses jalan lebar 
dan rindang
Cocok buat kaum ekspatriat dan DuBes

Spesifikasi :
- Luas Tanah 700 sqm
- Luas Bangunan 800 sqm
- Bangunan 3 Lantai
- 5 Bedroom
- 5 Bathroom
- Kamar Pembantu 2
- Dapur bersih & Dapur kotor
- Swimming Pool besar
- Garasi 2 mobil + Carport 4 Mobil
- Listrik 33.000 watt
- Fully Furnished
(sud)
Harga USD 6.000/month
For More Info 0878-7678-2xxx or wa",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor38905800/,5,Bagus,Rp 96 Juta/bulan,800 m²,"Rumah Kontrakan Bagus Furnished SHM Kebayoran Baru, Jakarta Selatan",4,3
2,126 m²,,2200 Watt,Harapan Indah,"Harapan Indah, Bekasi","Disewakan Rumah Nyaman 2 Lantai di Cluster Arana, Harapan Indah, Bekasi

Unfurnished
LT : 126m² (7x18) 
LB : 112m² 
KT : 2+1
KM : 2+1
Listrik : 2.200 watt
Air PAM
Security 24 jam 
Fasilitas kolam renang dalam cluster

shc21 #230128",Bekasi,SHM,https://www.rumah123.com/properti/bekasi/hor39446055/,2,Bagus,Rp 52 Juta/tahun,112 m²,Rumah Nyaman Siap Huni Cluster Arana Harapan Indah Bekasi,,
2,55 m²,,Lainnya,Semanan,"Semanan, Jakarta Barat","Disewakan
Rumah citra garden Puri 
Full interior
Furnished 
Listrik: 2200 (token)
Luas: 5x11
Hadap: Selatan
Depan rumah tidak ada rumah lain (akses jalan buntu, parkir lebih luas)
2 kamar tidur
2 kamar mandi
2 AC Daikin
Water Heater Ariston
Kompor Fotile + Cooker Hood Fotile
*free 1 bed di kamar pertama
Harga sewa 77 jt/tahun 
Deposit 15jt",Jakarta Barat,SHM,https://www.rumah123.com/properti/jakarta-barat/hor39297453/,2,Bagus,Rp 77 Juta/tahun,55 m²,J Disewakan Rumah citra garden Puri  Full interior Furnished,,2
2,60 m²,,Lainnya,Joglo,"Joglo, Jakarta Barat","Ruko ini terletak di Joglo area, Jakarta Barat, dekat dengan kampus Mercu Buana, lokasi sangat ramai, cocok untuk usaha, ruko ini memiliki dimensi 4,5 x 12 meter, 2 lantai, terdapat 8 Unit, harga 100 juta/tahun, untuk info lebih lanjut segera hubungi saya, terima kasih",Jakarta Barat,SHM,https://www.rumah123.com/properti/jakarta-barat/hor39154472/,22,,Rp 100 Juta/tahun,110 m²,"RUKO GANDENG BARU SIAP PAKAI DI JOGLO, JAKARTA BARAT",,
,200 m²,,4400 Watt,Babakan Madang,"Babakan Madang, Bogor","TURUN HARGA !!
Disewakan 
Rumah di Lavanoise Viillage Sentul City

LT.200 m²
LB.140 m²
3 KT+ 1 K.ART
3 KM + 1 K.ART
Full furnished
Carport 2 Mobil
PLN 4400watt 
Hadap Timur
Air PDAM
Ada Swimming Pool + Club House di dalam Cluster
Harga Sewa turun dari  100jt/ Tahun jadi 97jt/tahun (msh bisa nego tipis)",Bogor,SHM,https://www.rumah123.com/properti/bogor/hor14256754/,,Bagus,Rp 97 Juta per tahun,140 m²,Rumah Full Furnished Sentul City Lokasi Strategis di Sentul City Bogor,,1
4,250 m²,,2200 Watt,Pasteur,"Pasteur, Bandung","- Siap huni
- Rumah blong open space
- Bersih rapi
- Baru direnovasi
- Carport masuk 3 mobil + 6 motor
- Garasi 1 mobil
- Air bersih Jetpump
- Hadap barat
- Row jalan depan 2 mobil
- Bisa untuk hunian kantor dan juga home industri #217673",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor39176708/,5,Bagus,Rp 120 Juta/tahun,380 m²,"Rumah 2 Lantai, 1,5 Kilometer Dari Tol Pasteur",,2
4,493 m²,,5500 Watt,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","*Dijual/DisewakanRumah Strategis LT 493M2 di Kebayoran Baru,Jaksel @15 M /225 jt/thn*

SHM, 2 lt, Selatan, SF
LT/LB 493/408 m2
KT/KM 5+2/4+1 (kamar pembantu + kamar supir)
Gudang, carport 2 , garasi 2 mobil+mushola
5500W,7AC",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor18452442/,5,Bagus,Rp 225 Juta per tahun,408 m²,"Dijual/Disewakanrumah Strategis Lt 493m2 Di Kebayoran Baru,Jaksel",2,2
2,219 m²,,Lainnya,Cimahi Utara,"Cimahi Utara, Cimahi","Di sewakan rumah di cibabat cimahi 
1 lantai 
Luas Tanah  :219 m²

L Bangunan  : 156 m²
Kamar Tidur : 3 
Kmr   mandi : 2
Carport :  3-4 mobil 
*Semi furnished*. 
Harga 75 jt/ thn
Lokasi strategis dekat 
dengan jalan raya cimahi. 

Hendrawan Viproperty
CInehene",Cimahi,SHM,https://www.rumah123.com/properti/cimahi/hor39092225/,3,Bagus,Rp 75 Juta/tahun,156 m²,Disewakan: Rumah Bagus Di Cimahi Utara,3,1
4,169 m²,,Lainnya,Tebet,"Tebet, Jakarta Selatan","Rumah 2 lantai di Tebet, Jakarta Selatan.

For rent rumah di wilayah yang nyaman dengan pemandangan Lokasi di Pusat Kota. Properti 2 lantai ini berada di lingkungan yang mudah dijangkau.

Spesifikasinya adalah sebagai berikut:

  - Kamar Tidur: 5
  - Kamar Mandi: 4
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Semi Furnished

Tidak hanya itu, properti ini layak untuk dimiliki karena:

  - Siap Huni.
  - Bebas Banjir.
  - Lingkungan Islami.
  - Dekat Akses Transjakarta.
  - Dekat Akses LRT.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Properti Bisa Nego.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.

Keberadaan rumah ini mudah dijangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 7.916.667, anda bisa langsung dapatkan rumah terbaik di daerah Tebet ini.

Tersedia juga untuk rental period Yearly.",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor38847273/,5,,Rp 95 Juta/tahun,200 m²,For Rent Or For Sale Lokasi Strategis,2,2
4,615 m²,,Lainnya,Pondok Indah,"Pondok Indah, Jakarta Selatan","FOR RENT HOUSE IN PONDOK INDAH SOUTH JAKARTA.

Rumah 2 lantai di Pondok Indah, Jakarta Selatan.

Disewakan rumah di wilayah yang nyaman. Properti 2 lantai ini berada di lingkungan yang mudah dijangkau.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 4
  - Kamar Mandi: 4
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Semi Furnished

Tentunya properti ini layak untuk dimiliki karena:

  - Siap Huni.
  - Bebas Banjir.
  - Dekat Akses Transjakarta.
  - Dekat Akses Bandara.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Wisata.
  - Dekat Landmark.

Properti berikut sudah lengkap dengan fasilitas:

  - Akses Parkir.
  - Taman.
  - One Gate System.
  - Keamanan 24 jam.
  - Kolam Renang.
  - Tempat Laundry.
  - Tempat Jemuran.
  - Taman.
  - Jalur Telepon.
  - Kolam Renang.

Keberadaan rumah berikut terjangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Dengan Rp. 78.000.000, anda dapat langsung dapatkan rumah premium di daerah Pondok Indah ini.

Tersedia juga untuk rental period Monthly.",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39111539/,4,Bagus,Rp 78 Juta/bulan,800 m²,Disewakan Rumah Pondok Indah Bagus 4BR,2,2
3,250 m²,,7700 Watt,Pasar Minggu,"Pasar Minggu, Jakarta Selatan","Lokasi strategis, berada di dalam perumahan, bisa dijadikan kantor. Untuk informasi lebih detail mengenai properti tersebut silahkan hubungi kontak diprofil saya.  #154763",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39233901/,6,Bagus,Rp 300 Juta/tahun,400 m²,Rumah Strategis Di Karang Pola Pasar Minggu Jakarta Selatan R1796,,2
3,145 m²,,Lainnya,Singgasana,"Singgasana, Bandung","*For Rent Rumah Baru 2 Lantai @Singgasana*
(one gate system) 

Luas Tanah 140 
Luas Bangunan 180
Kamar tidur 4+1
Kamar mandi 3+1 
Listrik 2200w 
Air Artesis 
Carport 2 mobil 
Canopy 
Dak Jemur tertutup 
Kitchen Set 
Gordyn 
Harga 110jt/th

felia#sap
08122134xxx

rta",Bandung,SHM,https://www.rumah123.com/properti/bandung/hor39029968/,4,Bagus,Rp 110 Juta/tahun,180 m²,"Sewa Rumah Baru!! Singgasana Pradana, 2 Lantai Kamar 4+1, +kitchen Set. Bagus Siap Huni, Mekarwangi.",2,2
4,540 m²,,Lainnya,Kuningan,"Kuningan, Jakarta Selatan","FOR RENT
RUMAH 2 LT 
DUKUH PATRA KUNINGAN JAKARTA SELATAN 
LUAS. 540m²/500m²
KT  5  KM  4 GARAGE 2  CARPORT 8
LISTRIK 13.000 WATT
AIR TANAH JETPUMP
KOSONG/UN-FURNISHED
SWIMMING POOL
HARGA  550jt/th sewa min 2 th",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39298866/,5,Bagus,Rp 550 Juta/tahun,500 m²,"Rumah Mewah Bagus Furnished Kuningan, Jakarta Selatan SHM Siap Huni 540m2 pool",,2
2,95 m²,,3500 Watt,Tebet,"Tebet, Jakarta Selatan","Dijual/Dikontrakan Rumah Bangunan 2 Lantai, Siap Huni, Tebet Barat, Dekat SMA 26, LT 95 LB 140, KT 4+1 KM 2+1, Carport 2 Mobil, Daya listrik 3500, Air Jet Pump dan PAM, Ruang cuci jemur, balkon, lingkungan strategis, bebas banjir, lingkungan tenang, aman dan nyaman, Harga Jual Rp. 3.650 M, Harga Sewa Rp 135 Juta per tahun diluar deposit dan dibayarkan sekaligus sebelum masuk rumah, minimal sewa per tahun, SHM",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39347698/,4,Bagus,Rp 135 Juta/tahun,140 m²,Termurah Rumah Brand New 2 Lantai Tebet Barat Dekat S M A 26,2,2
3,205 m²,,5500 Watt,Cipete,"Cipete, Jakarta Selatan","Sewa (cipete) 
dkt sekolah JIS 

3 kamar tidur 
3 kamar mandi
1 kamar art
Gudang
Garasi 1 mbl 
Carport 2 mbl
Lt 205 m2
Lb 350 m2
Fish pond 
Roof top

For rent 300 jt per year 
lv",Jakarta Selatan,SHM,https://www.rumah123.com/properti/jakarta-selatan/hor39363492/,3,Bagus,Rp 300 Juta/tahun,350 m²,"For Rent Rumah Modern Siap Huni ( Dekat Sekolah Jis ), Cipete, Jaksel",2,2
3,275 m²,,Lainnya,Bintaro,"Bintaro, Tangerang Selatan","Lingkungan bersih, Keamanan terjamin 24 jam, akses jalan utama, bebas banjir, lokasi strategis dekat dengan :
lokasi strategis dekat dengan :
- Pusat Perbelanjaan : BX Mall, Lotte Mart Mall, Hari hari Swalayan, Transpark Mall, Bintaro Plaza, Living Plaza Bintaro, Electronic City.
- Rumah Sakit : RS Pondok Indah Bintaro (dalam Lingkup kawasan discovery), RS Premier Bintaro, RS Mitra Keluarga.
- Mudah Sarana Transportasi : Feeder Busway Bintaro, Stasiun Jurangmangu, Stasiun Sudimara, Stasiun Pd Ranji.
- Sekolah Baik Taraf Nasional / Internasional : British International School, Global Jaya School, Sekolah BPK Penabur, STAN, UPJ, Sekolah Islam Aulia, dll.
- Akses Toll  Pd Aren, Akses Toll Kunciran - Serpong.
- Akses jalan menuju Jakarta - BSD-Serpong - Ciputat.",Tangerang Selatan,Lainnya,https://www.rumah123.com/properti/tangerang-selatan/hor1988336/,4,,Rp 250 Juta per tahun,300 m²,Rumah Bagus Di Graha Taman Bintaro Jaya Sektor 9,,
2,300 m²,,Lainnya,Alam Sutera,"Alam Sutera, Tangerang","Rmh di alsut uk 15 x 20 
2 lt
KT 3+1 
Listrik 4400
Hrg sewa 170 jt/ th mau 2 thn",Tangerang,Hak Sewa,https://www.rumah123.com/properti/tangerang/hor19535522/,3,Bagus,Rp 170 Juta/tahun,510 m²,Bagus!! Rumah Alam Sutera Uk 15x20 Rapih Siap Huni Akses Strategis,,2
1,60 m²,,2200 Watt,Kebraon,"Kebraon, Surabaya","Sewa Rumah di Grand Harvest.
2 Lt. Semi Furnish. Surabaya Selatan.

LT60/LB 80
KT3(1 Kamar bawah 2Kamaratas)
Dimensi 5x12 
ada Meja  dan kursi 
ada Kasur
AC terpasang",Surabaya,SHM,https://www.rumah123.com/properti/surabaya/hor39234569/,3,Bagus,Rp 40 Juta/tahun,80 m²,Sewa Grand Harvest 3kt Kebraon Surabaya Selatan,1,2
4,203 m²,,Lainnya,Gading Serpong,"Gading Serpong, Tangerang","Dijual / Disewakan cepat jarang ada
Cluster Granada Alicante Gading Serpong

Lt : 273m² (12 x 22) Ngantong
LB 203m2
Kt : 3+1
Km : 3+1",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor19587159/,4,Bagus,Rp 150 Juta/tahun,273 m²,Disewakan Rumah di Granada Alicante Gading Serpong Kondisi Terawat,1,1
2,90 m²,,2200 Watt,Alam Sutera,"Alam Sutera, Tangerang","Disewakan Rumah Rapi Siap Huni di Sutera Kirana - Alam Sutera
2 Lantai Full depan belakang sudah di Cor.

▫️Luas Tanah : 90m²
▫️Luas Bangunan : 110m²
▫️Listrik : 2200watt
▫️IPL : 450rb/bln

Lantai 1 :
1 Kamar Tidur + AC
Kamar Mandi : 2
Kamar ART : 1


Lantai 2 :
1 Kamar Tidur + AC
Kamar Mandi : 1


Harga Sewa : 54jt/thn (nego)


Hub 
Andy Pau - GP  Alsut 
0818981xxx
//VR",Tangerang,Lainnya,https://www.rumah123.com/properti/tangerang/hor39145781/,2,Bagus,Rp 54 Juta/tahun,110 m²,Disewakan Rumah Rapi 2 Lantai Siap Huni di Sutera Kirana - Alam Sutera,,2
2,50 m²,,Lainnya,BSD,"BSD, Tangerang","Hunian cantik dan furnished di cluster Freja House BSD city tangerang

Rumah 2,5 lantai dengan kàamar tidur 2, kamar mandi 2 plus 1 ruangan multifungsi yg bisa dijadikan kamar tidur juga

Lokasi strategis. Berdekatan dengan Aeon mall, gedung ICE, unilever, the breeze, eka hospital, kampus atmajaya & prasetya mulya, pasar modern intermoda, stasiun commuter cisauk dan pintu tol",Tangerang,PPJB,https://www.rumah123.com/properti/tangerang/hor39393405/,2,Bagus,Rp 75 Juta/tahun,68 m²,Sewa Rumah Cantik Furnished Dekat Aeon Mall Freja House Bsd City,1,2
2,90 m²,,Lainnya,Citraland,"Citraland, Surabaya","Dimensi: 6 X 15
LT: 90 m²
LB: 70 m² ( 2 lantai )
KT: 2
KM: 2
Sertifikat: HGB 
Listrik: 3500 watt
Hadap: Utara
Kanopi
Kondisi: Furnish 
Harga Sewa : 40 Jt / Thn
(Minim 2 Thn)

Info lebih lanjut:
Paul PropNex Blvd
081248850xxx",Surabaya,HGB,https://www.rumah123.com/properti/surabaya/hor38947756/,2,Bagus,Rp 40 Juta/tahun,70 m²,Disewakan Rumah 2 Lantai Northwest Central Citraland,,2
4,367 m²,,Lainnya,Alam Sutera,"Alam Sutera, Tangerang","Lokasi strategis dekat kemana mana. Dekat binus, mall livingworld , mall of alam sutera.",Tangerang,SHM,https://www.rumah123.com/properti/tangerang/hor8947522/,7,Bagus,Rp 200 Juta/tahun,500 m²,Disewakan rumah 3 lantai di alam sutera tangerang,2,3
2,200 m²,,Lainnya,Citraland,"Citraland, Surabaya","Di Sewakan Rumah Murah 1,5 Lantai Minimalis Semi Furnished Siap Huni Dekat Pasar Modern Di Raya Taman Puspa Raya Citraland Surabaya Barat

Termurah Di Kelasnya!!!

Spesifikasi :
Luas Tanah 200 m2 (10 x 20)
Luas Bangunan 120 m2
Kamar Tidur 3+1
Kamar Mandi 2+1
SHM
Row Jalan Double Way 12 Meter+
Gudang 1
Garasi 1
Carport 1
Semi Furnished (Kitchen Set,AC 4,Water Heater 2)

Selling Point :
Main Road Cluster
One Gate System
Citraland Utama
Dekat Pasar Modern
Dekat Gwalk Citraland
Dekat Sekolah Ciputra
Dekat Gereja St Yakobus
Fasilitas Lapangan Perumahan
Keamanan 24 Jam

Harga Sewa 90Jt / Thn Nego (Min 2 Thn)
Hub :
Christoferr :
0856-4867-5xxx",Surabaya,SHM,https://www.rumah123.com/properti/surabaya/hor19364675/,3,Bagus,Rp 90 Juta/tahun,120 m²,"Rumah Murah 1,5 Lantai Minimalis Modern Semi Furnished Siap Huni Dekat Pasar Modern Di Taman Puspa Raya Citraland Utama Surabaya Bara",1,1
,113 m²,,Lainnya,Laweyan,"Laweyan, Solo","Dijual dan disewakan rumah 2 lantai ada furnished di  Mangkubumen dekat Solo Paragon tengah kota Solo

Luas tanah 113 m2
Luas bangunan 164 m2
Kamar tidur 3+1
Kamar mandi 3+1
Air sumur dan pdam
Carport 1
Ac 3 unit
Row jalan simpangan 2 mobil lancar
Cluster
Ada taman depan belakang

Dekat :
- Manahan
- Paragon Mall
- Paragon hotel

Harga jual Rp 2,6 Milyar nego
Harga sewa Rp 65 juta/tahun",Solo,Lainnya,https://www.rumah123.com/properti/solo/hor38963196/,,,Rp 65 Juta/tahun,164 m²,Rumah 2 Lantai Bgus Ada Perabot Di Tengah Kota Solo,,1
