url,title,price_in_rp,location,district,city,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,electricity_power,property_condition,floor_count,description
https://www.rumah123.com/properti/bekasi/hos39297682/,Rumah SHM Hadap Selatan dekat Living World Grand Wisata Bekasi J30423,600000000.0,"Bekasi Timur, Bekasi",Bekasi Timur,Bekasi,2.0,1.0,72.0,48.0,SHM,1300.0,4.0,1.0,"Bekasi Timur Regency Cluster Morganite Blok M5 No.33
Setu - Kabupaten Bekasi

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 72
LB 48
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
4 Menit ke SDN Cimuning V
4 Menit ke SDN Cimuning III Bekasi
5 Menit ke SD Muhammadiyah 01 Setu
8 Menit ke SDN Burangkeng 05
8 Menit ke SMP Al-Biruni
9 Menit ke SMP Negeri 48 Bekasi
10 Menit ke SMA Negeri 19 Bekasi
15 Menit ke SMAN 1 Setu

3 Menit ke Pasar Pagi Blok O
6 Menit ke PASAR ASEM JAYA

7 Menit ke Puskesmas Cimuning
9 Menit ke Puskesmas Padurenan
10 Menit ke UPTD Puskesmas Sumurbatu
10 Menit ke puskesmas setu

15 Menit ke Terminal Bekasi
20 Menit ke Gerbang Tol Tambun
30 Menit ke Stasiun Tambun
30 Menit ke Stasiun Jati Mulya
35 Menit ke Stasiun Bekasi Barat
35 Menit ke Stasiun Bekasi Timur

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/depok/hos39292715/,Rumah SHM Hadap Timur dekat RSUD Parung Siap Huni Dibantu KPR J23025,370000000.0,"Citayam, Depok",Citayam,Depok,2.0,1.0,36.0,72.0,SHM,2200.0,4.0,1.0,"Perumhan Panorama Bali Residence
Ciseeng - Kabupaten Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 36
LB 72
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Timur

Fasilitas Sekitar Hunian:
15 menit ke SMP Purnawarman
15 menit ke SMA Negeri 1 Rumpin
25 menit ke SMP HOSANA Rancabungur
25 menit ke SD Negeri Pondok Udik
35 menit ke SD Bukit Gloria

25 menit ke Pasar parung
30 menit ke Sari Plaza Bojongsari
35 menit ke The Park Sawangan
15 menit ke Puskesmas Rumpin
25 menit ke Puskesmas Parung

30 menit ke RS SENTOSA
30 menit ke RS PENA 98
35 menit ke RSU Brawijaya Sawangan
35 menit ke Rumah Sakit Citra Arafiq Sawangan

30 menit ke Terminal Bus Parung
30 menit ke Terminal Cimulang

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/bogor/hos39329053/,Rumah SHM Hadap Utara 15 Menit ke RS Hermina Mekarsari Bisa KPR J27985,380000000.0,"Gunung Putri, Bogor",Gunung Putri,Bogor,2.0,1.0,60.0,60.0,SHM,900.0,4.0,1.0,"Perumahan Pesona Vista Cileungsi
Cileungsi - Kabupaten Bogor

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 60
LB 60
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 900 VA
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
1 Menit ke SDN Rawailat
5 Menit ke SD IT An-nur Rawailat Dayeuh Cileungsi Bogor
5 Menit ke SD AVICENNA GEMILANG
7 Menit ke SDN Babakan 03
7 Menit ke SMP NUSANTARA CILEUNGSI
10 Menit ke SMA Fajar Dunia
15 Menit ke SMP-SMA-SMK WIDYA KUSUMA
15 Menit ke SMAN 2 Cileungsi

10 Menit ke Pasar Kecil Kenari
10 Menit ke Pasar Tradisional Gandoang
10 Menit ke MALL CILEUNGSI TRADE CENTER
15 Menit ke Metropolitan Mall Cileungsi
15 Menit ke Fun World @ Metropolitan Mall
15 Menit ke Pasar Cileungsi
30 Menit ke Mall Living World - Kota Wisata Cibubur
30 Menit ke Trans Studio Mall Cibubur

10 Menit ke RSIA Kenari Graha Medika
10 Menit ke Puskesmas Gandoang
15 Menit ke RS Hermina Mekarsari
15 Menit ke Puskesmas Cileungsi
20 Menit ke Puskesmas Pasir Angin
20 Menit ke Eka Hospital Cibubur

10 Menit ke Terminal Cileungsi
25 Menit ke Gerbang Tol Jatikarya 2
25 Menit ke Gerbang Tol Jatikarya Utama
30 Menit ke Gerbang Tol Burangkeng
30 Menit ke Gerbang Tol Cimanggis
35 Menit ke Gerbang Tol Jatikarya 1
35 Menit ke Stasiun Nambo
45 Menit ke Stasiun Cibinong
45 Menit ke Stasiun Universitas Indonesia
50 Menit ke Stasiun Depok


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/bogor/hos38967428/,Rumah Terawat Siap Huni di Bogor Dekat Stasiun LB 160 Dibantu KPR J28869,1050000000.0,"Sentul City, Bogor",Sentul City,Bogor,4.0,2.0,90.0,160.0,SHM,2200.0,4.0,2.0,"Villa Bogor Indah 5
SUKARAJA - KABUPATEN BOGOR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 90
LB 160
2 Lantai
4 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah

Fasilitas Sekitar Hunian:
7 menit ke SMA Negeri 2 Cibinong

10 menit ke SMP PGRI 6 BOGOR

15 menit ke SD NEGERI KEBON PEDES 1

15 menit ke Sekolah Dasar Negeri Ciluar 1

15 menit ke SMP Negeri 12 Bogor

15 menit ke SMP Yapis Bogor

15 menit ke SMA Negeri 2 Bogor

20 menit ke SD BINA INSANI

10 menit ke Mall Vivo Sentul

10 menit ke PLaza Indah Bogor

10 menit ke Pasar Bima7

10 menit ke Pasar Ciluar

25 menit ke Mall Botani Square

7 menit ke Puskesmas Kedunghalang

7 menit ke Puskesmas Pembantu Pasir Jambu

7 menit ke Puskesmas Ciparigi

10 menit ke Rumah Sakit Bantuan Yonkes 1 Kostrad

10 menit ke Rumah Sakit FMC

3 menit ke Terminal Ciparigi

10 menit ke Stasiun Cilebut

10 menit ke Gerbang Tol Sentul Barat

15 menit ke Gerbang Tol Sentul Selatan 2

20 menit ke Stasiun Bojong Gede

20 menit ke Stasiun Bogor

25 menit ke Gerbang Tol Cibadak 2



hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/bekasi/hos39328823/,Rumah SHM Bebas Banjir Siap KPR 10 menit ke Gerbang Tol Tarumajaya J26805,690000000.0,"Bekasi Utara, Bekasi",Bekasi Utara,Bekasi,2.0,1.0,73.0,38.0,SHM,0.0,4.0,1.0,"Segara City Cluster Descada
Tarumajaya - Kabupaten Bekasi

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 73
LB 38
1 Lantai
2 Kamar Tidur
1 Kamar Mandi

Fasilitas Sekitar Hunian:
10 menit ke SD Negeri Pantai Makmur 03
15 menit ke SMP Negeri 2 Tarumajaya
15 menit ke SMA Negeri 1 Tarumajaya
25 menit ke SDN Pusaka Rakyat 02
30 menit ke Sekolah Santo Yusuf (TK - SD)
30 menit ke SDN Setia Asih 01/05
35 menit ke SMA NEGERI 3 BABELAN

8 menit ke Pasar Bojong Tarumajaya
10 menit ke Pasar Angke Jaya
30 menit ke Mall Grand Cakung
35 menit ke AEON MALL Jakarta Garden City

6 menit ke Puskesmas Tarumajaya
10 menit ke Puskesmas Pembantu Samudrajaya
15 menit ke UPTD Puskesmas Setia Mulya
30 menit ke Eka Hospital Harapan Indah Bekasi
30 menit ke RS. Taman Harapan Baru
35 menit ke Rumah Sakit Zainuttaqwa

10 menit ke Gerbang Tol Tarumajaya
20 menit ke Terminal Rorotan
20 menit ke Gerbang Tol Semper 2
25 menit ke Gerbang Tol Cakung 1
25 menit ke Gerbang Tol Koja Timur
30 menit ke Stasiun Klender Baru
35 menit ke Stasiun Pegangsaan Dua
35 menit ke Terminal Pulogebang

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/depok/hos39310601/,Rumah Free Renov 2 Lt Siap KPR 15 menit ke Stasiun Depok Baru J23503,1740000000.0,"Cipayung, Depok",Cipayung,Depok,2.0,1.0,85.0,48.0,Lainnya,1300.0,4.0,2.0,"D'Palm Residence
Cipayung - Kota Depok

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Hanya PPJB/PJB/KJB
LT 85
LB 48
2 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
5 menit ke Sekolah Dasar Islam Terpadu Al Fatih

10 menit ke SDN RATUJAYA 1

15 menit ke SD Ratujaya 3

15 menit ke SD Islam Ratujaya

15 menit ke SMP Islam Nusantara

15 menit ke SMP Dharma Pertiwi

15 menit ke SMA ARRAHMAN DEPOK

10 menit ke UPTD PUSKESMAS CIPAYUNG DEPOK

15 menit ke PUSKESMAS RATU JAYA

15 menit ke Puskesmas Pancoran Mas

20 menit ke RS Citra Medika Depok

15 menit ke Terminal Depok Margonda

15 menit ke Stasiun Depok Baru

20 menit ke Gerbang Tol Margonda 3

20 menit ke Gerbang Tol Margonda 1

20 menit ke Gerbang Tol Kukusan 3

20 menit ke Stasiun Depok

20 menit ke Stasiun Citayam

25 menit ke Gerbang Tol Kukusan 4

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/bogor/hos39002922/,Rumah Murah Di Citra Indah City Jonggol Cileungsi,399000000.0,"Jonggol, Bogor",Jonggol,Bogor,2.0,1.0,120.0,45.0,SHM,0.0,4.0,1.0,"Cash /KPR
Citra Indah City 
Cileungsi Jonggol Bogor
Real Estate
Rumah Second siap Huni 
Sertifikat hak milik on hand
Baru dibangun semi furnish
Boulevard Row jalan 2 mobil
Dekat fasilitas umum lapangan, masjid dan balai warga
Luas tanah 120 mtr
Luas bangunan 45 mtr
2 kamar tidur
1 kamar mandi
Ruang keluarga Luas

Perumahan Ciputra
Cluster one gate system
Fasilitas terlengkap dan nyaman 
Bagi orang tua dan anak anak

Janjian sama aku"
https://www.rumah123.com/properti/bogor/hos39331993/,Rumah 3 KT Strategis Dekat Gunung Sindur 15 Menit ke Terminal Bisa KPR J-28633,1100000000.0,"Gunung Sindur, Bogor",Gunung Sindur,Bogor,3.0,2.0,78.0,70.0,SHM,2200.0,4.0,2.0,"Graha Eleven Pamulang
Pamulang - Kota Tangerang Selatan

SHM
LT 78
LB 70
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
2 Menit ke SD Negeri Ciledug Barat
3 Menit ke Sekolah Dasar Islam Terpadu
4 Menit ke SDN BENDA BARU 02
4 Menit ke SD Negeri Benda Baru 03
6 Menit ke SMP Negeri 9 Kota Tangerang Selatan
7 Menit ke SMP Tirta Buaran
8 Menit ke Sekolah SMA Katolik Bhakti Prima
10 Menit ke SMAN 6 TANGERANG SELATAN
15 Menit ke SMA Negeri 3 Kota Tangerang Selatan

9 Menit ke Pamulang Square
15 Menit ke Mall Paradise Walk Serpong
15 Menit ke Pasar Bukit Pamulang Dua
20 Menit ke Bintaro Jaya Xchange Mall
25 Menit ke The Park Sawangan
35 Menit ke Cinere Bellevue Mall

7 Menit ke RSIA. Buah Hati Pamulang
8 Menit ke RS.Permata Pamulang
9 Menit ke Puskesmas Benda Baru
10 Menit ke RSIA Vitalaya
10 Menit ke Puskesmas Pondok Benda
15 Menit ke RSU Kota Tangerang Selatan

15 Menit ke Terminal BSD
15 Menit ke Stasiun Sudimara
20 Menit ke Terminal Pondok Cabe
20 Menit ke Gerbang Tol Serpong 1
20 Menit ke Gerbang Tol Serpong 5
20 Menit ke Stasiun Jurang Mangu
20 Menit ke Stasiun Rawa Buntu
25 Menit ke Gerbang Tol Serpong 4
25 Menit ke Stasiun Pondok Ranji
25 Menit ke Gerbang Tol Serpong 7


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/depok/hos18902806/,Rumah Langsumg Siap Huni 5 Menit Tol Cimanggis,980000000.0,"Tapos, Depok",Tapos,Depok,3.0,2.0,70.0,76.0,SHM,2200.0,5.0,2.0,"El FATIH GARDEN VIEW
Hunian Gaya Scandinavian Lokasi strategis , bebas banjir dengan legalitas yang sudah pecah perkavling.
Cluster ini dilenkapi dengam Ruko pertoan yang terdiri dari 12 unit rumah dan 10 unir ruko.
Lokasi Pinggir jalan dengan keamanan 24 jam ,one gate syestem.
 KEUNGGULAN lOKASI :
- Hanya 5 Menit ke pintu tol cimanggis
- Hanya 20 menit  ke Stasiun Lrt Harjamukti
- Hanya 15 Menit ke Transmart Cibubur
- Hanya 10 Menit Rs Meilia Cibubur
- Hanya 10 Menit Plaza Cibubur
- Hanya 5 Menit Masjid At Thohir
- Hanya 5 Menit sekolah Karakter Podomoro
- Hanya 3 Menit Sekolah Smp, Sma Islamic School Mazaya
- Keamanan 24 jam ( pos keamanan )
- One gate syestem
- Bebas banjir
-Legalitas sudah pecah

Termasuk
Semua biaya biaya :
- biaya ajb+balik nama
- biaya ajb
- biaya kpr

    Silakan agendakan survai lokasi dan langsung lihat unit nya. Mungkin salah satunya anda yg berjodoh dengan unit nya .
 >>>>>>>>>>>>>>>>>>>>>>>>>>>>"
https://www.rumah123.com/properti/bogor/hos39296773/,Rumah LT 91 Minimalis 15 menit ke Gerbang Tol Sentul Barat Siap Huni J25394,1000000000.0,"Sentul, Bogor",Sentul,Bogor,2.0,1.0,91.0,91.0,SHM,1300.0,4.0,1.0,"Perumahan Taman Yasmin Sektor 1
Bogor Barat - Kota Bogor

SHM
LT 91
LB 91
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM
Hadap Barat

Fasilitas Sekitar Hunian:
3 menit ke SD Negeri Cilendek Timur 1
6 menit ke SD Negeri Cilendek 1
8 menit ke SD Negeri Cilendek 2
8 menit ke SMP Mutiara Kartini
9 menit ke SMP TAMAN CAHAYA
10 menit ke SMA Negeri 5 Bogor
10 menit ke SMA PGRI 3 Bogor

7 menit ke Pasar Bersih Cilendek
14 Menit ke Pasar Dramaga
21 Menit ke AEON MALL Sentul City
22 Menit ke Botani Square
23 Menit ke Mall BTM Bogor
28 Menit ke Cibinong Mall

2 menit ke Puskesmas Pembantu Cilendek Timur
7 menit ke Puskesmas Pembantu Kedung Waringin
9 menit ke RSUD Kota Bogor
10 menit ke RS Hermina Bogor
10 menit ke Puskesmas Pembantu Kedung Jaya
13 Menit ke Rumah Sakit Medika Dramaga
19 Menit ke RS Mulia Pajajaran Bogor

10 menit ke Stasiun Bogor
10 menit ke Terminal Bubulak
15 menit ke Gerbang Tol Sentul Barat
15 menit ke Gerbang Tol Sentul Selatan 2
20 menit ke Gerbang Tol Bogor 2
20 menit ke Stasiun Cilebut
25 menit ke Gerbang Tol Bogor

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/bogor/hos39330191/,Rumah Siap Huni 8 Menit ke RSIA Bunda Suryatni Bogor Sudah Renov J-28448,890000000.0,"Bogor Barat, Bogor",Bogor Barat,Bogor,2.0,1.0,98.0,45.0,SHM,1300.0,4.0,1.0,"Perumahan Taman Yasmin Sektor 6
Bogor Barat - Kota Bogor

SHM
LT 98
LB 45
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air PDAM

Fasilitas Sekitar Hunian:
4 menit ke SMAN 10 Bogor
7 menit ke SD Negeri Curug 1
9 menit ke Sekolah Dasar Negeri Semplak 1
9 menit ke SD Negeri Semplak 2 kota Bogor
10 menit ke SD Negeri NEGLASARI BOGOR BARAT
10 menit ke SD Islam Terpadu Al Hikmah
10 menit ke SMP PGRI 12 BOGOR
10 menit ke SMA PGRI 3 Bogor

9 menit ke Pasar Bersih Cilendek
9 menit ke Bogor Square
10 menit ke Pasar Kapuk
10 menit ke Pasar Induk Kemang (TU) Bogor
15 menit ke Plaza Jambu Dua
20 menit ke BTW Mall

7 menit ke Puskesmas Babakan Madang
7 menit ke RS Hermina Bogor
7 menit ke Rumah Sakit Graha Medika Bogor
8 menit ke RSIA Bunda Suryatni Bogor
10 menit ke RSAU Atang Sanjaya
10 menit ke Puskesmas Pembantu Kedung Waringin
10 menit ke Puskesmas Pembantu Cibadak

10 menit ke Terminal Bubulak
10 menit ke Terminal Trans Pakuan
15 menit ke Gerbang Tol Sentul Barat
15 menit ke Gerbang Tol Sentul Selatan 2
20 menit ke Stasiun Bogor
20 menit ke Gerbang Tol Bogor
20 menit ke Stasiun Cilebut
25 menit ke Gerbang Tol Sentul Selatan 1
25 menit ke Gerbang Tol Ciawi 2
30 menit ke Stasiun Batutulis

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/bogor/hos39324061/,Rumah Strategis Hadap Selatan 8 Mnt ke Metropolitan Mall Cileungsi Dibantu KPR J24741,1350000000.0,"Cileungsi, Bogor",Cileungsi,Bogor,3.0,2.0,84.0,99.0,SHM,2200.0,4.0,2.0,"Metland Cileungsi
Cileungsi - Kabupaten Bogor

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah dijual cepat
Full furnished

SHM
LT 84
LB 99
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
10 menit ke SMAN 2 Cileungsi

15 menit ke SMA Muhammadiyah Cileungsi

15 menit ke SMAN 1 Cileungsi

15 menit ke SMP ISLAM AN-NUUR SETU

20 menit ke SD IT PLUS Al Amin

20 menit ke SMPN 27 Bekasi

25 menit ke SD Islam Imam Asy Syafi'i Setu

30 menit ke SMP Negeri 48 Bekasi

5 menit ke PASAR PAGI RAWA GEDE

5 menit ke Pasar Gempol Metland Cileungsi

6 menit ke Pasar Taman Cileungsi (TC)

10 menit ke Metropolitan Mall Cibubur

10 menit ke Pasar Tradisional Bunderan 2

8 menit ke Puskesmas Klapanunggal

5 menit ke Puskesmas Pasir Angin

10 menit ke Puskesmas Setu II

10 menit ke Rumah Sakit Sismadi Cileungsi

15 menit ke RS Hermina Mekarsari


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/bekasi/hos38967383/,Rumah SHM di Bekasi 15 Menit ke Gerbang Tol Jati Warna 1 Siap Huni J26683,830000000.0,"Jati Asih, Bekasi",Jati Asih,Bekasi,3.0,1.0,90.0,130.0,SHM,2200.0,4.0,2.0,"Pondok Indah Jatisari
JATIASIH - KOTA BEKASI

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 90
LB 130
2 Lantai
3 Kamar Tidur
1 Kamar Pembantu
1 Kamar Mandi
Listrik 2200 VA

Fasilitas Sekitar Hunian:
3 Menit ke SDN Jatisari II
4 Menit ke SMPN 39 Bekasi
5 Menit ke SD NABILA
6 Menit ke SMA Negeri 11 Bekasi
8 Menit ke SD Islam Terpadu Ar Raudhah
8 Menit ke SMP Harapan Arcawinara
10 Menit ke SD Strada Kampung Sawah
15 Menit ke SMA Negeri 16 Kota Bekasi

10 Menit ke Pasar senggol Tanjungsari Pondoksalam
25 Menit ke Mall Living World - Kota Wisata Cibubur
25 Menit ke Trans Studio Mall Cibubur
30 Menit ke Metropolitan Mall Cileungsi
30 Menit ke Lagoon Avenue Mall Bekasi
30 Menit ke Revo Mall

3 Menit ke Puskesmas Jatisari Kota Bekasi
5 Menit ke Puskesmas Jatiluhur
6 Menit ke Puskesmas Pembantu Jati Luhur Bekasi
15 Menit ke Rumah Sakit Jatisampurna
15 Menit ke RS Kartika Husada Jatiasih
20 Menit ke RS. Karya Medika Bantar Gebang
20 Menit ke Rumah Sakit Jati Rahayu
20 Menit ke Puskesmas Kecamatan Jatiasih
20 Menit ke RSUD BANTARGEBANG KOTA BEKASI

15 Menit ke Gerbang Tol Jati Warna 1
20 Menit ke Gerbang Tol Jatiwarna 2
20 Menit ke Gerbang Tol Bambu Apus 2
30 Menit ke Gerbang Tol Jatikarya 1
30 Menit ke Stasiun Cakung
30 Menit ke Terminal Kampung Rambutan
35 Menit ke Stasiun Tanjung Barat
35 Menit ke Stasiun Lenteng Agung


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)"
https://www.rumah123.com/properti/jakarta-barat/hos17755318/,1 M Dapet Rumah Luas Tanah 95 M² Di Taman Palem Lestari,1050000000.0,"Taman Palem, Jakarta Barat",Taman Palem,Jakarta Barat,4.0,4.0,95.0,105.0,HGB,0.0,0.0,2.0,"Dijual Rumah Taman Palem Lestari SHM (Bebas Banjir) 

- Cluster Favorite 
- Dekat dengan Rumah sakit, Sekolah, Pertokoan retail, & Pusat Perbelanjaan Mall
- Akses Toll & Bandara 
- Dekat Stasiun
-Harga Nego sampai jadi 

Ayo segera hubungi marketing Hansen N Theo untuk info lebih lanjut.

"" Make Transaction Safe and Comfortable ''

Lokasi Tenang, Keamanan Terjamin, Asri
Dekat dengan sekolah-sekolah terbaik di Jakarta Barat
Lokasi terbaik dan jarang ada

Siap memberi rekomendasi Property dan KPR sesuai kebutuhan anda.
Bisa Titip Jual atau Sewa Property

Kode Listing: JR7

Fast Respon dengan WA"
https://www.rumah123.com/properti/jakarta-barat/hos17329420/,"Rumah di Green Lake City, Cluster Amerika Latin 10x18 , Siap Huni",4500000000.0,"Green Lake City, Jakarta Barat",Green Lake City,Jakarta Barat,4.0,3.0,180.0,211.0,SHM,4400.0,4.0,2.0,"Dijual Cepat :

Rumah di Green Lake City 
Cluster Amerika Latin 
Uk. 10x18 m2
LB. 211 m2
KT: 4+1
KM: 3+1
PPJB Siap Huni
Hadap Utara
Rapi & Siap Huni
Listrik : 4400 Watt

Harga : 4.5M Nego"
https://www.rumah123.com/properti/jakarta-barat/hos39331839/,Rumah Citra 2 Brand New Fully Renov 3 Bedroom,2650000000.0,"Citra Garden, Jakarta Barat",Citra Garden,Jakarta Barat,3.0,3.0,90.0,129.0,SHM,2200.0,4.0,2.0,"FREE SMART DOOR LOCK, 2 WATER HEATER, KLOSET KOHLER & TOTO, KOMPOR TANAM RINAI, AC 2 UNIT

Dimensi 6x15 
LT 90 LB 129
2 lantai
KT 3
KM 3
Hadap utara
Akses 2 mobil
SHM

Harga 2,650M NEGO

Eddy Lim





wg"
https://www.rumah123.com/properti/jakarta-barat/hos39200136/,Rumah Baru 3 Lantai Di Cluster Malta Citra 8,2300000000.0,"Citra Garden, Jakarta Barat",Citra Garden,Jakarta Barat,4.0,3.0,60.0,104.0,SHM,2200.0,4.0,3.0,"HANYA 30 Juta Langsung Akad !!!
SERAH TERIMA 2025 !!!

MALTA by CIPUTRA Jakarta Barat, hadir dengan “Konsep Cluster Mediterania Eropa Selatan”

Azura Type 5
Terra Type 7
Zephira Grand type 8

Free:
PPN
BPHTB
AJB
BBN
BIAYA PROVISI & ADMIN BANK
AC 3 Unit
Smart Home System
Kanopi

Survey segera,
Putri Mengaya
Era Expert Project"
https://www.rumah123.com/properti/jakarta-selatan/hos38849230/,For Sale Dijual Cepat Jual BU  Rumah Cantik Murah Tanah 715 meter Lokasi dekat pakubuwono dan senayan dan dekat ke mabes dan area senopati harga Rp.50 M nego bisa bangun bangunan baru atau kost kostan lokasi nyaman dan tenang dan asri area kebayoran baru,50000000000.0,"Kebayoran Baru, Jakarta Selatan",Kebayoran Baru,Jakarta Selatan,6.0,6.0,715.0,650.0,SHM,16500.0,4.0,2.0,"For Sale
Rumah Cantik Murah Tanah 715 meter Lokasi dekat pakubuwono dan senayan dan dekat ke mabes dan area senopati harga Rp.50 M nego bisa bangun bangunan baru atau kost kostan lokasi nyaman dan tenang dan asri area kebayoran baru jakarta selatan

Lt 715m 
 Lb 650m
Bangunan 2 Lantai
6 Kt 
6 Km
S’pool
Garasi + Carport 7-8 mbl
SHM

Harga 70jt / meter2 
Atau Rp.50 M

Wot"
https://www.rumah123.com/properti/jakarta-selatan/hos19554025/,Rumah Mewah Dlm Town House Terdekat Ke Toll Andara,2750000000.0,"Cilandak, Jakarta Selatan",Cilandak,Jakarta Selatan,4.0,4.0,93.0,225.0,SHM,0.0,4.0,3.0,"Rumah Mewah  2.5 Lantai+ Rooftop Dalam Townhouse Dekat Pintu Tol Andara 
Jalan Moch Kahfi 1 Jagakarsa
Jakarta Selatan

Ready Siap Huni
Spesifikasi : 
* Luas Tanah : 93 m²
* Luas Bangunan : 225 m²
* Kamar Tidur : 3+1
* Kamar Mandi : 3+1
* Carpot : 2 Mobil
* Rooftop Di Lantai 3 City View
* Listrik 2200 watt
* Bangunan Full Bata Merah
* Air Sumur Bor
* One Gate System
* Security 24 Jam

Harga : Rp 2.9 M Nego

PEMBAYARAN :
- CASH 
- KPR 

* Lokasi Strategis
* Dekat Pintu Tol Andara
* Dekat Cilandak KKO
* Dekat Transmart Cilandak
* Dekat Rumah Sakit
* Dekat Pusat Pendidikan 

INFO SURVEY :
WILDAN SAIDl"
https://www.rumah123.com/properti/jakarta-selatan/hos39269683/,Siapa Cepat Dia Dapat 5.5m Turun Ke 4.99m,4990000000.0,"Kemang, Jakarta Selatan",Kemang,Jakarta Selatan,1.0,3.0,135.0,275.0,SHM,0.0,4.0,2.0,"*DIJUAL RUMAH DALAM* *TOWNHOUSE*
*KEMANG*

Fully Furnished
Luas Tanah 135 m2
Luas Bangunan 275 m2
3 Kamar Tidur 
2 Kamar Mandi
1 Kamar Tidur Pembantu
1 Kamar Kamar Mandi
Ruang Tamu
Ruang Makan
Dapur
Security 1 x 24 jam
one gate system

*Harga 5,5 M*"
