url,title,rent_price_per_year,district,city,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,electricity_power,property_condition,floor_count,description
https://www.rumah123.com/properti/jakarta-utara/hor39021983/,Disewakan Cepat Rumah 8x15 Golf Island PIK  Include AC dan Gordyn,140000000.0,Golf Island,Jakarta Utara,3.0,3.0,120.0,150.0,Lainnya,0.0,Bagus,2.0,"Disewakan Rumah Golf Island PIK

Luas tanah 8x15
2 Lantai
3+1 Kamar Tidur
3+1 Kamar mandi
1 Carport
Include ac dan Gordyn

Harga cuma 140 juta/thn

Untuk info dan janji survey hubungi:
hendraQL - Lot Property
0816 1920 xxx"
https://www.rumah123.com/properti/jakarta-utara/hor38955506/,Rumah Sewa Bagus Sunter Luas Siap Huni 4+1 Kamar Tidur 8x20 Hadap Utara Murah,120000000.0,Sunter,Jakarta Utara,5.0,4.0,160.0,160.0,SHM,0.0,Bagus,2.0,"Rumah sunter Di sewakan 
8x20 hadap utara
 kamar tidur 4 +1
 kamar mandi 4 
2 lt 
hrg 120 jt/thn Nego"
https://www.rumah123.com/properti/jakarta-timur/hor38961906/,Disewakan Rumah Di Rawamangun Siap Huni,72000000.0,Rawamangun,Jakarta Timur,4.0,3.0,135.0,148.0,SHM,0.0,Bagus,2.0,"Disewakan Rumah di Rawamangun Pulo asem Jakarta Timur

Spesifikasi
Luas Tanah : 135 mtr
Bangunan 1.5 lantai
Kamar Tidur 3+1
Kamar Mandi 2+1
Dapur basah
Dapur kering
Ruang tamu
Carport mobil
Taman depan
Akses 2 jalur mobil

Harga 72 jt per thn nego. Deposit 5 jt
*alex"
https://www.rumah123.com/properti/jakarta-utara/hor39385769/,Rumah Pik 2 Milenial Minimalis Modern Harga Terjangkau,30000000.0,Pantai Indah Kapuk 2,Jakarta Utara,2.0,2.0,45.0,54.0,Lainnya,2200.0,Bagus,2.0,"Di jual rumah pik 2 milenial 

4.5 x 10.m. 2 lantai 
2 kamar tidur  
2 kamar mandi 
Hadap selatan 
tinggal AJB

Harga: 30jt/tahun 


Hubungi | 联系人：
Vannez Cong
0859-5285-3xxx


#WD130625"
https://www.rumah123.com/properti/jakarta-utara/hor39365801/,Disewakan cepat Rumah Golf Island PIK 10x15 furnish BAGUS MURAH,215000000.0,Pantai Indah Kapuk,Jakarta Utara,3.0,3.0,150.0,250.0,SHM,0.0,Bagus,2.0,"Disewakan cepatttt

Rumah Golf Island PIK

Luas 10x15
Semi furnish
Interior design
RAPI dan BAGUS

For info
Edwin Tio MR Realty"
https://www.rumah123.com/properti/tangerang/hor19349782/,Rumah 2 Lantai Di Cendana Parc Lippo Karawaci Tangerang,40000000.0,Lippo Karawaci,Tangerang,3.0,3.0,82.0,68.0,SHM,2200.0,Baru,2.0,"Rumah 2 Lantai Di Cendana Parc Lippo Karawaci Tangerang

- Rumah baru tipe 2 (5,5m x 15m)
- LT 82,5 m2
- LB 68 m2
- KT 3
- KM 3
- AC 2
- Listrik 2200 watt 
- Akses dekat dengan kawasan Lippo Karawaci, RS. Siloam, Sekolah Pelita Harapan (SPH), Universitas Pelita Harapan (UPH), gerbang tol Lippo Karawaci
 #162177"
https://www.rumah123.com/properti/tangerang/hor39155545/,Rumah ada Kolam Renang Fontainebleau BSD Lokasi Bagus Akses Mudah,300000000.0,BSD,Tangerang,6.0,5.0,443.0,350.0,Lainnya,0.0,Bagus,2.0,"Fontainebleau BSD

Rumah Dengan Swimming Pool / Kolam Renang
5 Kamar Tidur (2 Master Bedroom)

- Luas Tanah 443m2
- Luas Bangunan 350m2
- Kamar Tidur 5 + 1
- Kamar Mandi  4 + 1
- Bisa Full Furnished / Semi Furnished
- ⁠Swimming Pool & Backyard Luas
- Gazebo Halaman Belakang
- Listrik 10.000 watt
- ⁠Air PAM BSD
- IPL -/+ 1.4 Jt / bulan

Harga Semi Furnish 300 Jt / Tahun Nego
Harga Full Furnish 350 Jt / Tahun Nego

More Info :
HENNY LAZUARDI . ADE
Era Fiesta BSD
081292017xxx
wa.me/+628161362xxx"
https://www.rumah123.com/properti/tangerang/hor39358333/,Rumah Minimalis 2 Kamar Siap Huni Lokasi Strategis Di Lippo Karawaci,35000000.0,Cibodas,Tangerang,2.0,1.0,102.0,72.0,Lainnya,2200.0,Bagus,1.0,For Rent
https://www.rumah123.com/properti/tangerang/hor39439066/,Rumah Semi Furnish Di Malibu Village Dekat Mal Summarecon Serpong,55000000.0,Gading Serpong,Tangerang,2.0,1.0,48.0,55.0,Lainnya,2200.0,Bagus,2.0,"*Disewakan*

Rumah Cluster Malibu Village

Spec:
6x8m
55m2
2+1 kt
1+1 km
2ac
Carport 1mobil
Teras
2200watt

Harga 55 juta per tahun"
https://www.rumah123.com/properti/jakarta-selatan/hor39068365/,Rumah Mewah For Rent. Kemang Dalam (ff),575000000.0,Kemang,Jakarta Selatan,5.0,8.0,750.0,700.0,SHM,23000.0,Bagus,2.0,"LT +/ 750 m2 ,LB +/ 700 m 2 .
5 KAMAR TIDUR
,2 K. PEMBANTU ,,
1 KAMAR SUPIR /SCURITY ,
8 LAMAR MANDI ,
PANTRY ,
DAPUR KOTOR ,
KOLAM RENANG ,
LISTRIK 23 000 WATT .
Garasi
Carpot
Harga Sewa: 575 jt/thn"
https://www.rumah123.com/properti/jakarta-selatan/hor39090240/,Disewakan Rumah Tebet Timur Untuk Hunian Atau Kantor Jalan 1 Mobil Car Port 2 Mobil,90000000.0,Tebet,Jakarta Selatan,4.0,3.0,145.0,140.0,SHM,0.0,Bagus,1.0,"Ini bisa utk kantor di Tebet Timur juga, Kamar 4+1, Carport 2 mobil, harga Rp.95jt"
https://www.rumah123.com/properti/jakarta-selatan/hor39127448/,7. Disewakan Rumah Cipete Town House Jakarta Selatan,550000000.0,Cipete,Jakarta Selatan,4.0,3.0,590.0,350.0,SHM,16500.0,Bagus,2.0,"7-166
DISEWAKAN RUMAH (Cantik /Siap Huni) DI JL.BUNGA FLAMBOYAN CIPETE TOWN HOUSE DEKAT SEKOLAH PERANCIS JAKARTA SELATAN 
SHM 
Luas Tanah 590
Luas Bangunan 350
Kamar Tidur 4
Kamar Mandi 3
Kt 2 + Km 1 Pembantu 
Semi furnished 
dekat sekolah perancis, luas tanah 590 
luas bangunan 350
1 lantai 
 listrik 16.500 watt
Air tanah dan jetpam
garasi 2 mobil  
swimming pool 
taman 
harga Rp.550 Jt/tahun"
https://www.rumah123.com/properti/bogor/hor39254569/,"Rumah Kontrakan Bagus SHM Rancamaya, Bogor",155000000.0,Rancamaya,Bogor,3.0,3.0,1850.0,580.0,SHM,10000.0,Bagus,1.0,"Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Rancamaya, Bogor.

Rumah ini menawarkan lokasi yang strategis serta memiliki jumlah lantai 1 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Kondisi properti ini bagus dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis.

Detail Properti ini adalah:

  - Kamar Tidur: 3
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 10000 watt

Lokasi Strategis terletak di Rancamaya, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 9.583.333, rumah ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda."
https://www.rumah123.com/properti/bekasi/hor39422335/,Rumah Hook Furnish Bagus Kemang Pratama Bekasi,100000000.0,Kemang Pratama,Bekasi,4.0,3.0,345.0,200.0,SHM,0.0,Bagus,1.0,"Rumah 1 lantai di Kemang Pratama, Bekasi.

For rent rumah di wilayah yang nyaman dengan pemandangan Lokasi di Pusat Kota. Properti 1 lantai ini berada di lingkungan Dekat Kawasan Bisnis & Industri.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Furnished

Tidak hanya itu, properti ini layak untuk anda dapatkan karena:

  - Bebas Banjir.
  - Siap Huni.
  - Full Furnished.
  - Dekat Akses LRT.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Lokasi di Pusat Kota.
  - Dekat Kawasan Bisnis & Industri.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Ada Kebun Pribadi.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - Properti Mewah.

Keberadaan rumah ini dekat fasilitas umum, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 8.333.333, anda bisa langsung dapatkan rumah eksklusif di daerah Kemang Pratama ini.

Tersedia juga untuk rental period Yearly."
https://www.rumah123.com/properti/jakarta-selatan/hor39420318/,"Rumah 1 Lantai, Bagus, Bersih, Terawat, Full Furnished, 4 Kamar di Pondok Indah, Cocok utk Hunian Keluarga",250000000.0,Pondok Indah,Jakarta Selatan,4.0,3.0,330.0,300.0,SHM,5500.0,Bagus,1.0,"***RUMAH 1 LANTAI, BAGUS, BERSIH, TERAWAT, FULL FURNISHED, 4 KAMAR, DI PONDOK INDAH, COCOK UNTUK HUNIAN KELUARGA***

LOKASI:
2 menit dari Pondok Indah Mall
7 menit dari RS Pondok Indah
9 menit dari akses Toll JORR TB Simatupang 

SPESIFIKASI RUMAH:
Luas tanah: 330 m2
Luas bangunan: 300 m2
1 Lantai
4 Kamar Tidur
3 Kamar Mandi
1 Kamar Tidur ART
1 Kamar Mandi ART
Full furnished (AC, tempat tidur, meja makan, sofa, kitchen set)
Taman
Garasi 1 mobil
Carport 1 mobil
Listrik 5500 VA x 2

Kondisi: full furnished, siap huni, sirkulasi udara bagus, pencahayaan baik.

Harga sewa Rp. 250 juta/ tahun
min 2 thn

Info lebih lanjut, hub:
Boy"
https://www.rumah123.com/properti/jakarta-selatan/hor39381073/,Disewakan Rumah 2lantai Di Tebet Barat,135000000.0,Tebet,Jakarta Selatan,5.0,3.0,90.0,140.0,SHM,0.0,Bagus,2.0,"Disewakan rumah di Tebet Barat
bisa untuk kantor

lt 90. lb 140
2lantai
kt 5, km 3
5.500watt
ShM
135jt/thn (nego tipis)
deposit 13jt"
https://www.rumah123.com/properti/jakarta-selatan/hor7605564/,Rumah Kontrakan Shm@di Jl Bangka Ix Bangka Kemang,345000000.0,Bangka,Jakarta Selatan,4.0,3.0,300.0,184.0,SHM,6600.0,Bagus,2.0,"Lingkungan tenang dan 24 hrs security, akses sangat ok bisa dari arah Kemang area, Kebayoran Baru, Prapanca maupun daerah Mampang.  Yang pasti bebas banjir

Garasi 1+2
Kitchen
Listrik 6600 watt
Hadap selatan
Furnished"
https://www.rumah123.com/properti/tangerang/hor38963315/,Disewakan Rumah Cluster Imajihaus Greenwich BSD,75000000.0,BSD,Tangerang,3.0,3.0,135.0,150.0,Lainnya,0.0,Bagus,2.0,"DISEWAKAN
Rumah Cluster Imajihaus
Greenwich BSD

3 KT (1 kamar anak muat 3 kasur)
3 KM (1 ensuite bathroom, 1 powder room)
Full Furnished (Kitchen Set, Kasur, Sofa, Meja Belajar, Lemari, Meja Makan)
1 TV
3 AC
1 Water heater 
CCTV
Storage bawah tangga
Area Backyard sudah disemen
Area Jemur

Harga 75jt/ tahun"
https://www.rumah123.com/properti/tangerang/hor38876186/,Disewakan rumah cluster Baroni summarecon gading serpong dekat universitas multimedia nusantara dikawasan syphonia gading serpong,55000000.0,Gading Serpong,Tangerang,3.0,2.0,72.0,79.0,Lainnya,0.0,Bagus,2.0,"Disewakan Rumah Baroni Gading Serpong Tipe 6x12

Tipe 6x12
Luas Tanah 72m2
Luas Bangunan 79m2
Kamar Tidur 3
Kamar Mandi 2
Canopy, Gordyn

Harga Sewa 55 Juta
Available April 2025"
https://www.rumah123.com/properti/tangerang/hor19376637/,Disewakan ALAM SUTERA Cluster Sutera Jingga,270000000.0,Alam Sutera,Tangerang,5.0,5.0,700.0,400.0,Lainnya,0.0,Bagus,2.0,"WTL

ALAM SUTERA
Cluster Sutera Jingga
LT : 700m²
LB : 400m²
HOEK Timur - Selatan
Depan Taman
Unfurnish (Kosongan)
5 + 2 KT (2KM dalam)
4 + 1 KM 
2 Ruang Makan (1 Outdoor w/BBQ area)
1 Gudang
2 Garasi
4 Carport
3 AC GREE Baru

Rp270jt/th

YR"
https://www.rumah123.com/properti/tangerang/hor17851284/,Rumah Furnish Siap Huni  Di Tanakayu Cluster Svani Bsd City,85000000.0,BSD City,Tangerang,3.0,3.0,86.0,93.0,Lainnya,2200.0,Bagus,2.0,"*DISEWAKAN*
Tanakayu Svani 
Luas tanah 86 m2
luas bangunan 93m2 
full furnish 
AC 4 
Kulkas 
Water heater 
KT 3 
KM 3
Kamar multifunction 1
Smart door

Harga : 85 jt / tahun 
Min 2 th"
https://www.rumah123.com/properti/tangerang/hor39068557/,"DISEWAKAN Rumah Furnished di Fontainebleau Golf Residence BSD Bukit Golf, Tangerang",300000000.0,BSD Bukit Golf,Tangerang,4.0,4.0,390.0,400.0,SHM,0.0,Bagus,2.0,"DISEWAKAN 
Fontainebleau Golf Residence 
BSD City, tangerang selatan.

LT: 390 m2 (15m×26m)
Ada kelebihan tanah sekitar 72 m2 dari pengembang
LB: +/- 400 m2 
KT: 4+ 1 KT pembantu
KM: 4 + 1 KM pembantu (toilet di masing"" KM + 1 toilet di lantai bawah)
Garasi (2 mobil) + carport 
( utk 4  mobil)
AC: 7 unit
*hadap tenggara / timur selatan*
Garden depan dan belakang + kolam ikan

Di dlm cluster (tanah golf) tanpa pagar. 
Security dan maintenance oleh perhimpunan penghuni

Clubhouse: garden, multifunction room, gym, swimming pool, play room, sauna.
Akses toll JORR dan toll Karang Tengah

*HARGA SEWA 300JT / TH*
Atau
*500JT / 2TH, NETT*



BUY - SELL - RENT PROPERTY
Call or text me :
R I A. R | 0852 3169 5xxx
GadingPro | Alam Sutra.ade"
https://www.rumah123.com/properti/tangerang/hor38937525/,Rumah Cantik 2Lt Hunian Nyaman di Taman Mediterania Lippo Karawaci,100000000.0,Lippo Karawaci,Tangerang,3.0,2.0,280.0,180.0,SHM,0.0,Bagus,2.0,"Disewakan 
 Rumah 2 lantai di 
Taman Mediterania Golf 
Lippo Karawaci Central 

LT 10x28
LB 10x18
2 Lantai 
Lantai atas 
3 KT
2 KM
Lantai bawah 
1 R tamu
1 R keluarga
K Pembantu + k mandi
Kitchen Set 
Belakang ruang kosong  10x5
Garasi 2 mobil 
Harga Sewa 100 JT ( nego )

Hub Yulia 
089661344xxx
ERA FIESTA KARAWACI"
https://www.rumah123.com/properti/tangerang/hor39417769/,Sewa Rumah Azura Vanya Park BSD 2 Lantai Semi Furnished 45 Juta/Tahun,45000000.0,BSD,Tangerang,2.0,2.0,60.0,53.0,SHM,0.0,Bagus,1.0,"Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di BSD, Tangerang.

Rumah ini menawarkan kelengkapan fasilitas serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau.

Kondisi properti ini bagus dan memiliki desain indah yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area yang mudah dijangkau.

Detail Properti ini adalah:

  - Kamar Tidur: 2
  - Kamar Mandi: 2
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Semi Furnished

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Lokasi dipusat kota.
  - Sejuk.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.

Lokasi Strategis terletak di BSD, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan."
https://www.rumah123.com/properti/jakarta-timur/hor39050856/,Disewa Rumah Duren Sawit Jakarta Timur,65000000.0,Duren Sawit,Jakarta Timur,3.0,2.0,90.0,110.0,SHM,0.0,Sudah Renovasi,2.0,"Disewa rumah Duren Sawit Jakarta Timur
Lt.90
Lb.110
Kt.3
Km.2
Air Jet Pump
Listrik 3500
2lt

Akses  /Fasilitas
Ac 3 unit
Jalam lebar 2mbl
2 carport
Dekat R.s Duren sawit
Dekat bkt
DEKAT TOL BECAKAYU
Dekat sekolah internasional Kinderfield
DEKAT SEKOLAH strada
Dekat Mc donald

survey 
lina
O821 2242 5xxx"
https://www.rumah123.com/properti/tangerang/hor39412329/,"Sewa Rumah The Icon Cosmo BSD City Dekat Univ Atmajaya, Prasetya Mulya, Tol BSD",36000000.0,BSD City,Tangerang,2.0,1.0,90.0,37.0,Lainnya,0.0,Bagus,1.0,"Luas tanah 90 m2
luas bangunan 37 m2
kamar tidur 2
kamar mandi 1
1 lantai, unfurnished
ada canopy, teralis

harga rp 36 juta/tahun

kode ck-3577

hubungi
*Julia - LJH Realty Icon BSD*
Tlp. 087878606xxx"
https://www.rumah123.com/properti/tangerang/hor39120955/,"Disewakan Rumah Bagus Semi Furnished BSD The Green, Tangerang",70000000.0,BSD The Green,Tangerang,3.0,2.0,105.0,120.0,Lainnya,3500.0,Bagus,2.0,"DISEWA

RUMAH THE GREEN - BSD
 
Lt :  105 m² (7 x 15)
Lb : ± 120 m² 
Kt : 3
Km : 2
Listrik : 3600 watts
Air : PAM
AC : 3 unit
Hadap : Selatan
 Semi furnished

Harga : 70 Jt / Thn (nego)



Hubungi : 
Deasy – GPC6
08170133xxx
//Lili K"
https://www.rumah123.com/properti/jakarta-utara/hor39246670/,"Rumah Bagus Furnished Kelapa Puan, Jakarta Utara",70000000.0,Kelapa Gading,Jakarta Utara,4.0,1.0,90.0,90.0,Lainnya,3500.0,Bagus,2.0,"2 Lantai
Luas Tanah (6x15) 90m2
Luas Bangunan 90m2
Kamar Tidur 4+1
Kamar Mandi 1
Listrik 3500Watt
Furnished (AC 3unit, jika ada barang yang tidak mau dipakai bisa diinfokan, Rumah lagi dibersihkan)

Harga Sewa 70Jt pertahun
Deposit 7Jt
#EI/AOKG"
https://www.rumah123.com/properti/jakarta-utara/hor39331960/,MURAH RUMAH SEWA PIK2 - TAHAP 1 FURNISH ADA KOLAM RENANG,160000000.0,Pantai Indah Kapuk 2,Jakarta Utara,3.0,3.0,100.0,136.0,Lainnya,0.0,Bagus,2.0,"MURAH 
RUMAH SEWA 
PIK2
TAHAP 1 
FURNISH 
ADA KOLAM RENANG
UKR 8X12,5 MTR
2 LANTAI
KAMAR TIDUR 3+1
KAMAR MANDI 3+1
HARGA 160 JUTA/THN MIN 2 TAHUN (LUNAS DI AWAL)"
https://www.rumah123.com/properti/bekasi/hor39264833/,"Rumah Termurah,siap Huni,bebas Banjir Di Villa Mutiara Gading 1 Dekat Harapan Indah Dan Summarecon Crown Gading Bekasi",16000000.0,Babelan,Bekasi,2.0,1.0,60.0,60.0,SHM,0.0,Bagus,1.0,"*Dijual / Disewakan Cepat Rumah Villa Mutiara Gading 1, Bekasi* 

Luas Tanah = 60 m2
Luas Bangunan = 60 m2
Kamar Tidur= 2
Kamar Mandi= 1
Ruang Tamu
Dapur 
Carport 
Lantai Keramik
Air Pam
Listrik 1300 
Sertifikat = SHM


*Harga jual = 425 juta* 
*Harga sewa = 17 juta/thn*
Deposit 10%

Obbie
GPHI"
https://www.rumah123.com/properti/jakarta-pusat/hor39276795/,"Disewakan Rumah Full Furnished, Kamar 4, Cempaka Putih Jakarta Pusat",100000000.0,Cempaka Putih,Jakarta Pusat,4.0,2.0,100.0,200.0,SHM,4400.0,Bagus,2.0,"Akses :
- 350m dari Holland Bakery (HB RWS)
- 1,1 KM dari Lotte Mart Green Pramuka
- 2,6 KM dari RS. EMC Pulomas
- 6,2 KM dari ITC Cempaka Mas
Hubungi Nunung (Bu Dewi)"
https://www.rumah123.com/properti/jakarta-selatan/hor19429036/,Rumah Cocok Untuk Silent Office Area Kebayoran Baru,450000000.0,Kebayoran Baru,Jakarta Selatan,4.0,3.0,486.0,200.0,SHM,0.0,Sudah Renovasi,1.0,"Rumah disewakan siap huni, bisa untuk silent office atau hunian. 

Lokasi strategis dekat dengan Blok M, Melawai, Gunawarman, SCBD, Senopati, Mabes, PLN Trunojoyo.
Lingkungan tenang, asri, aman, bebas banjir.
Parkir luas.

Luas tanah 486 m
Luas bangunan 200 m
Kamar tidur 4 +1
Kamar mandi 3 +1
Carpot 2
Garasi 4
Listrik 13200 watt
Halaman luas
Depan Rumah luas bisa untuk parkir mobil/ motor

Harga sewa Rp. 450Juta/ tahun
Min. 2 tahun sewa

More info :
Maria 0818128xxx"
